Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;25835;"International Security";journal;"15314804, 01622889";"MIT Press";No;No;4,166;Q1;136;21;55;2118;402;44;6,03;100,86;22,22;4;United States;Northern America;"MIT Press";"1984, 1996-2025";"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
2;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;3,575;Q1;157;72;239;6890;4053;236;14,76;95,69;32,37;3;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"E-learning (Q1); Law (Q1); Library and Information Sciences (Q1); Sociology and Political Science (Q1)";"Social Sciences"
3;23859;"Journal of Business Ethics";journal;"15730697, 01674544";"Springer Netherlands";No;No;3,138;Q1;304;450;1007;41971;11662;992;10,35;93,27;43,15;4;Netherlands;Western Europe;"Springer Netherlands";"1982-2026";"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Law (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
4;39139;"International Organization";journal;"15315088, 00208183";"Cambridge University Press";No;No;3,041;Q1;180;44;88;3605;520;87;4,27;81,93;33,75;0;United Kingdom;Western Europe;"Cambridge University Press";"1947-2026";"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
5;22856;"Yale Law Journal";journal;"00440094";"Yale Law Journal";No;No;2,799;Q1;100;39;111;2724;310;101;2,90;69,85;35,29;0;United States;Northern America;"Yale Law Journal";"1973-1975, 1977-1979, 1981, 1983, 1985-1991, 1994, 1996-2025";"Law (Q1)";"Social Sciences"
6;19684;"Criminology";journal;"17459125, 00111384";"Wiley-Blackwell";No;No;2,392;Q1;174;40;87;3613;595;87;5,02;90,33;44,19;2;United States;Northern America;"Wiley-Blackwell";"1963-2026";"Law (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Social Sciences"
7;22132;"Virginia Law Review";journal;"00426601";"University of Virginia";Yes;No;2,216;Q1;67;10;90;1427;145;85;1,76;142,70;42,86;0;United States;Northern America;"University of Virginia";"1967, 1974-1978, 1980, 1983-1985, 1987, 1990, 1992, 1995-2025";"Law (Q1)";"Social Sciences"
8;20896;"Telematics and Informatics";journal;"07365853";"Elsevier Ltd";No;No;2,200;Q1;133;77;243;6134;3180;242;14,85;79,66;44,64;1;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"Communication (Q1); Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1); Law (Q1)";"Computer Science; Engineering; Social Sciences"
9;21100867411;"Annual Review of Criminology";journal;"25724568";"Annual Reviews Inc.";No;No;2,139;Q1;46;22;41;2753;300;41;7,32;125,14;42,00;2;United States;Northern America;"Annual Reviews Inc.";"2018-2021, 2023-2026";"Law (Q1)";"Social Sciences"
10;14316;"Harvard Law Review";journal;"0017811X";"Harvard Law Review Association";No;No;2,068;Q1;103;69;163;2084;263;80;1,16;30,20;37,50;0;United States;Northern America;"Harvard Law Review Association";"1973-2026";"Law (Q1)";"Social Sciences"
11;18787;"Higher Education";journal;"00181560, 1573174X";"Springer Netherlands";No;No;2,059;Q1;150;317;501;18710;4236;500;7,99;59,02;53,81;7;Netherlands;Western Europe;"Springer Netherlands";"1972-2026";"Education (Q1); Law (Q1)";"Social Sciences"
12;110031;"Resources Policy";journal;"03014207";"Elsevier Ltd";No;No;2,050;Q1;154;260;2647;19926;24946;2644;9,31;76,64;29,15;10;United Kingdom;Western Europe;"Elsevier Ltd";"1974-2026";"Economics and Econometrics (Q1); Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
13;19532;"Accident Analysis and Prevention";journal;"18792057, 00014575";"Elsevier Ltd";No;No;1,997;Q1;212;322;895;20307;7863;890;8,31;63,07;30,15;1;United Kingdom;Western Europe;"Elsevier Ltd";"1969-2026";"Human Factors and Ergonomics (Q1); Law (Q1); Public Health, Environmental and Occupational Health (Q1); Safety, Risk, Reliability and Quality (Q1); Transportation (Q1)";"Engineering; Medicine; Social Sciences"
14;21101270281;"Cambridge Prisms: Coastal Futures";journal;"27547205";"Cambridge University Press";Yes;No;1,988;Q1;11;27;48;2135;405;48;8,44;79,07;50,60;0;United Kingdom;Western Europe;"Cambridge University Press";"2023-2026";"Ecology (Q1); Environmental Science (miscellaneous) (Q1); Law (Q1)";"Environmental Science; Social Sciences"
15;19751;"Stanford Law Review";journal;"00389765";"Stanford Law School";No;No;1,901;Q1;87;26;68;7572;207;53;3,41;291,23;32,00;0;United States;Northern America;"Stanford Law School";"1974-1976, 1978-1979, 1987-1994, 1996-2026";"Law (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
