Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21101073279;"Annual Review of Control, Robotics, and Autonomous Systems";journal;"25735144";"Annual Reviews Inc.";No;No;4,633;Q1;53;18;70;2223;1267;70;14,53;123,50;21,88;0;United States;Northern America;"Annual Reviews Inc.";"2018-2025";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1)";"Computer Science; Engineering"
2;11500153511;"ACS Nano";journal;"1936086X, 19360851";"American Chemical Society";No;No;4,593;Q1;531;2092;5054;135044;82026;5011;15,36;64,55;33,21;20;United States;Northern America;"American Chemical Society";"2007-2026";"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Engineering; Materials Science; Physics and Astronomy"
3;21101153191;"Carbon Research";journal;"27316696";"Springer Nature";Yes;No;4,585;Q1;33;49;30;4105;609;29;20,30;83,78;34,63;2;China;Asiatic Region;"Springer Nature";"2022-2026";"Earth-Surface Processes (Q1); Engineering (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Earth and Planetary Sciences; Engineering; Environmental Science"
4;21101091924;"PhotoniX";journal;"26621991";"Springer International Publishing";Yes;No;4,303;Q1;52;36;73;2471;1215;73;14,88;68,64;27,86;0;Switzerland;Western Europe;"Springer International Publishing";"2020-2026";"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Engineering (miscellaneous) (Q1)";"Engineering; Physics and Astronomy"
5;21100470165;"Advanced Science";journal;"21983844";"John Wiley and Sons Inc";Yes;No;3,914;Q1;253;1905;3148;135007;47546;3139;14,40;70,87;35,91;9;Germany;Western Europe;"John Wiley and Sons Inc";"2014-2026";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine; Physics and Astronomy"
6;29161;"ISPRS Journal of Photogrammetry and Remote Sensing";journal;"09242716";"Elsevier B.V.";No;No;3,760;Q1;221;287;777;21251;10990;772;12,07;74,05;28,51;12;Netherlands;Western Europe;"Elsevier B.V.";"1989-2026";"Atomic and Molecular Physics, and Optics (Q1); Computer Science Applications (Q1); Computers in Earth Sciences (Q1); Engineering (miscellaneous) (Q1); Geography, Planning and Development (Q1)";"Computer Science; Earth and Planetary Sciences; Engineering; Physics and Astronomy; Social Sciences"
7;27679;"Journal of Product Innovation Management";journal;"15405885, 07376782";"Wiley-Blackwell Publishing Ltd";No;No;3,402;Q1;189;38;108;3463;1355;88;11,35;91,13;28,04;3;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1984-2026";"Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Engineering"
8;3200147828;"Small";journal;"16136829, 16136810";"John Wiley and Sons Inc";No;No;3,348;Q1;333;2586;4292;173775;55877;4273;12,79;67,20;34,59;5;Germany;Western Europe;"John Wiley and Sons Inc";"2005-2026";"Biomaterials (Q1); Biotechnology (Q1); Chemistry (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Materials Science; Medicine"
9;22900;"Research Policy";journal;"00487333";"Elsevier B.V.";No;No;3,219;Q1;318;175;489;15428;4345;483;8,14;88,16;28,15;65;Netherlands;Western Europe;"Elsevier B.V.";"1971-2026";"Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
10;21100349533;"Additive Manufacturing";journal;"22148604";"Elsevier B.V.";No;No;2,837;Q1;194;557;2013;32031;24515;2011;11,01;57,51;22,83;2;Netherlands;Western Europe;"Elsevier B.V.";"2014-2026";"Biomedical Engineering (Q1); Engineering (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1)";"Engineering; Materials Science"
