Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;26580;"Geometric and Functional Analysis";journal;"14208970, 1016443X";"Springer International Publishing";No;No;3,597;Q1;84;32;99;1409;254;99;2,42;44,03;12,31;0;Switzerland;Western Europe;"Springer International Publishing";"1991-2026";"Analysis (Q1); Geometry and Topology (Q1)";"Mathematics"
2;21100887442;"Forum of Mathematics, Pi";journal;"20505086";"Cambridge University Press";Yes;No;3,266;Q1;26;28;55;1378;145;55;2,51;49,21;16,67;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2026";"Algebra and Number Theory (Q1); Analysis (Q1); Discrete Mathematics and Combinatorics (Q1); Geometry and Topology (Q1); Mathematical Physics (Q1); Statistics and Probability (Q1)";"Mathematics"
3;21101021078;"Annals of PDE";journal;"21992576, 25245317";"Springer Science + Business Media";No;No;3,028;Q1;33;23;64;1065;153;64;2,38;46,30;17,78;0;Switzerland;Western Europe;"Springer Science + Business Media";"2015-2026";"Analysis (Q1); Applied Mathematics (Q1); Geometry and Topology (Q1); Mathematical Physics (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Mathematics; Physics and Astronomy"
4;23876;"Journal of Differential Geometry";journal;"0022040X, 1945743X";"International Press, Inc.";No;No;2,875;Q1;89;41;120;1564;229;120;1,59;38,15;11,11;0;United States;Northern America;"International Press, Inc.";"1967-2026";"Algebra and Number Theory (Q1); Analysis (Q1); Geometry and Topology (Q1)";"Mathematics"
5;26582;"Geometry and Topology";journal;"13640380, 14653060";"Mathematical Sciences Publishers";No;No;2,355;Q1;64;62;178;2687;303;178;1,56;43,34;15,97;0;United Kingdom;Western Europe;"Mathematical Sciences Publishers";"1997-2026";"Geometry and Topology (Q1)";"Mathematics"
6;23819;"Journal of Algebraic Geometry";journal;"10563911, 15347486";"American Mathematical Society";No;No;1,787;Q1;53;17;55;622;75;55;1,29;36,59;16,22;0;United States;Northern America;"American Mathematical Society";"1996-2025";"Algebra and Number Theory (Q1); Geometry and Topology (Q1)";"Mathematics"
7;21100886430;"Forum of Mathematics, Sigma";journal;"20505094";"Cambridge University Press";Yes;No;1,610;Q1;29;115;260;4415;334;260;1,13;38,39;21,97;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2026";"Algebra and Number Theory (Q1); Analysis (Q1); Computational Mathematics (Q1); Discrete Mathematics and Combinatorics (Q1); Geometry and Topology (Q1); Mathematical Physics (Q1); Statistics and Probability (Q1); Theoretical Computer Science (Q1)";"Mathematics"
8;19900192175;"Journal of Topology";journal;"17538416, 17538424";"John Wiley and Sons Ltd";No;No;1,516;Q1;40;40;140;1489;154;140;0,87;37,23;13,85;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2008-2026";"Geometry and Topology (Q1)";"Mathematics"
9;21100857408;"Algebraic Geometry";journal;"23131691, 22142584";"European Mathematical Society Publishing House";Yes;Yes;1,483;Q1;24;26;71;1059;92;71;1,18;40,73;14,04;0;Germany;Western Europe;"European Mathematical Society Publishing House";"2014-2026";"Algebra and Number Theory (Q1); Geometry and Topology (Q1)";"Mathematics"
10;21100829708;"Annales de l'Institut Henri Poincare (D) Combinatorics, Physics and their Interactions";journal;"23085835, 23085827";"European Mathematical Society Publishing House";Yes;Yes;1,331;Q1;17;16;50;753;78;50;1,50;47,06;23,53;0;Germany;Western Europe;"European Mathematical Society Publishing House";"2014-2025";"Algebra and Number Theory (Q1); Discrete Mathematics and Combinatorics (Q1); Geometry and Topology (Q1); Statistical and Nonlinear Physics (Q1); Statistics and Probability (Q1)";"Mathematics; Physics and Astronomy"
11;23199;"Annales de l'Institut Fourier";journal;"03730956";"Association des Annales de l'Institut Fourier";No;No;1,261;Q1;59;57;191;1665;187;191;0,78;29,21;18,00;0;France;Western Europe;"Association des Annales de l'Institut Fourier";"1996-2026";"Algebra and Number Theory (Q1); Geometry and Topology (Q1)";"Mathematics"
12;23896;"Journal of Geometric Analysis";journal;"10506926, 1559002X";"Springer";No;No;1,203;Q1;55;373;909;11740;1115;904;1,18;31,47;22,75;0;United States;Northern America;"Springer";"1991-2026";"Geometry and Topology (Q1)";"Mathematics"
