Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;29488;"Progress in Particle and Nuclear Physics";journal;"01466410";"Elsevier B.V.";No;No;4,855;Q1;146;30;111;12794;1379;111;10,47;426,47;25,00;0;Netherlands;Western Europe;"Elsevier B.V.";"1978-2026";"Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
2;24085;"Progress in Nuclear Magnetic Resonance Spectroscopy";journal;"00796565, 18733301";"Elsevier B.V.";No;No;2,423;Q1;124;10;55;4009;527;55;6,75;400,90;23,81;0;Netherlands;Western Europe;"Elsevier B.V.";"1965-1967, 1969-1973, 1975-1982, 1984-2026";"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Physics and Astronomy"
3;29482;"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics";journal;"03702693";"Elsevier B.V.";Yes;Yes;1,704;Q1;297;674;2333;34575;10057;2327;4,33;51,30;21,00;1;Netherlands;Western Europe;"Elsevier B.V.";"1967-2026";"Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
4;21100779241;"Physical Review D";journal;"24700010, 24700029";"American Physical Society";No;No;1,639;Q1;424;4016;11335;268738;55341;11323;5,02;66,92;20,23;0;United States;Northern America;"American Physical Society";"1989, 2001-2003, 2008, 2015-2026";"Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Physics and Astronomy"
5;21101041418;"Computing and Software for Big Science";journal;"25102044";"Springer Nature";No;No;1,578;Q1;28;19;53;919;253;49;3,31;48,37;21,51;0;Switzerland;Western Europe;"Springer Nature";"2017-2025";"Computer Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Software (Q1)";"Computer Science; Physics and Astronomy"
6;21101039765;"Advanced Quantum Technologies";journal;"25119044";"John Wiley &amp; Sons Inc.";No;No;1,577;Q1;52;87;260;7149;1354;254;4,44;82,17;23,74;2;United States;Northern America;"John Wiley &amp; Sons Inc.";"2018-2026";"Computational Theory and Mathematics (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Mathematical Physics (Q1); Nuclear and High Energy Physics (Q1); Statistical and Nonlinear Physics (Q1)";"Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy"
7;21101089490;"SciPost Physics Core";journal;"26669366";"SciPost Foundation";Yes;Yes;1,494;Q1;23;53;62;2954;237;62;3,87;55,74;16,13;0;Netherlands;Western Europe;"SciPost Foundation";"2019-2026";"Atomic and Molecular Physics, and Optics (Q1); Condensed Matter Physics (Q1); Nuclear and High Energy Physics (Q1); Statistical and Nonlinear Physics (Q1)";"Physics and Astronomy"
8;29066;"Nuclear Fusion";journal;"17414326, 00295515";"IOP Publishing Ltd.";Yes;No;1,447;Q1;148;470;1398;22168;4878;1390;3,23;47,17;19,37;14;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1969-2026";"Condensed Matter Physics (Q1); Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
9;12655;"Nuclear Data Sheets";journal;"00903752, 10959904";"Academic Press Inc.";No;No;1,432;Q1;74;14;55;4601;309;53;4,21;328,64;25,00;0;United States;Northern America;"Academic Press Inc.";"1971-2026";"Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
10;29029;"Journal of Physics G: Nuclear and Particle Physics";journal;"13616471, 09543899";"IOP Publishing Ltd.";No;No;1,357;Q1;129;122;509;9344;1782;508;3,56;76,59;20,98;0;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1989-2025";"Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
11;21100829284;"Physical Review C";journal;"24699985, 24699993";"American Physical Society";No;No;1,305;Q1;253;998;2883;55957;8799;2879;3,11;56,07;23,35;0;United States;Northern America;"American Physical Society";"2016-2026";"Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
12;21100862635;"Matter and Radiation at Extremes";journal;"24682047, 2468080X";"American Institute of Physics";Yes;Yes;1,273;Q1;41;51;138;2513;629;130;4,99;49,27;23,55;0;United States;Northern America;"American Institute of Physics";"2016-2026";"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Nuclear and High Energy Physics (Q1); Nuclear Energy and Engineering (Q1)";"Energy; Engineering; Physics and Astronomy"
13;15600154712;"Chinese Physics C";journal;"16741137";"IOP Publishing Ltd.";No;No;1,231;Q1;61;252;709;16106;2176;709;3,53;63,91;28,47;0;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2008-2025";"Astronomy and Astrophysics (Q1); Instrumentation (Q1); Nuclear and High Energy Physics (Q1)";"Physics and Astronomy"
14;21100386454;"Nuclear Materials and Energy";journal;"23521791";"Elsevier Ltd";Yes;No;1,184;Q1;47;187;509;5815;1454;505;2,54;31,10;21,81;8;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2026";"Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Nuclear Energy and Engineering (Q1)";"Energy; Materials Science; Physics and Astronomy"
15;21100318420;"Journal of High Energy Astrophysics";journal;"22144048";"Elsevier B.V.";No;No;1,060;Q1;34;34;62;6352;192;61;3,29;186,82;27,02;0;Netherlands;Western Europe;"Elsevier B.V.";"2014-2026";"Nuclear and High Energy Physics (Q1); Astronomy and Astrophysics (Q2); Space and Planetary Science (Q2)";"Earth and Planetary Sciences; Physics and Astronomy"
16;21100817456;"High Power Laser Science and Engineering";journal;"20954719, 20523289";"Cambridge University Press";Yes;No;1,014;Q1;43;46;171;1704;879;170;4,98;37,04;22,74;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2026";"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1); Nuclear and High Energy Physics (Q1); Nuclear Energy and Engineering (Q1)";"Energy; Materials Science; Physics and Astronomy"
17;27000;"Annales Henri Poincare";journal;"14240637, 14240661";"Birkhauser";No;No;1,007;Q1;59;114;329;4401;461;329;1,40;38,61;13,25;0;Switzerland;Western Europe;"Birkhauser";"2000-2026";"Mathematical Physics (Q1); Nuclear and High Energy Physics (Q1); Statistical and Nonlinear Physics (Q1)";"Mathematics; Physics and Astronomy"
18;21100788306;"Physical Review Accelerators and Beams";journal;"24699888";"American Physical Society";Yes;Yes;1,003;Q1;44;179;715;6258;1328;712;1,90;34,96;14,39;0;United States;Northern America;"American Physical Society";"2016-2026";"Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1); Surfaces and Interfaces (Q1)";"Physics and Astronomy"
19;29021;"Journal of Nuclear Materials";journal;"00223115";"Elsevier B.V.";No;No;1,002;Q1;182;622;1758;30922;6122;1751;3,21;49,71;25,00;6;Netherlands;Western Europe;"Elsevier B.V.";"1959-2026";"Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Nuclear Energy and Engineering (Q1)";"Energy; Materials Science; Physics and Astronomy"
20;29030;"Journal of Synchrotron Radiation";journal;"16005775, 09090495";"International Union of Crystallography";Yes;No;0,982;Q2;124;160;663;5883;1662;656;2,50;36,77;20,90;0;United Kingdom;Western Europe;"International Union of Crystallography";"1995-2026";"Instrumentation (Q1); Radiation (Q1); Nuclear and High Energy Physics (Q2)";"Physics and Astronomy"
21;28969;"European Physical Journal A";journal;"1434601X, 14346001";"Springer";No;No;0,969;Q2;116;251;877;15753;2269;851;2,60;62,76;23,28;0;Germany;Western Europe;"Springer";"1998-2026";"Nuclear and High Energy Physics (Q2)";"Physics and Astronomy"
22;29086;"Nuclear Physics B";journal;"05503213";"Elsevier B.V.";Yes;Yes;0,938;Q2;278;307;887;17912;2450;887;2,85;58,35;18,34;0;Netherlands;Western Europe;"Elsevier B.V.";"1967-2026";"Nuclear and High Energy Physics (Q2)";"Physics and Astronomy"
23;21101090589;"Experimental and Computational Multiphase Flow";journal;"26618877, 26618869";"Tsinghua University Press";No;No;0,871;Q2;26;38;72;1712;309;69;4,79;45,05;21,77;0;China;Asiatic Region;"Tsinghua University Press";"2019-2026";"Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1); Nuclear and High Energy Physics (Q2)";"Chemical Engineering; Energy; Engineering; Physics and Astronomy"
