Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21100812579;"Nature Energy";journal;"20587546";"Springer Nature";No;No;20,769;Q1;291;232;676;7149;20965;407;32,01;30,81;25,96;15;United States;Northern America;"Springer Nature";"2016-2026";"Electronic, Optical and Magnetic Materials (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
2;21101141505;"eScience";journal;"20972431, 26671417";"KeAi Communications Co.";Yes;No;11,618;Q1;82;73;180;7761;7552;179;49,11;106,32;35,34;0;China;Asiatic Region;"KeAi Communications Co.";"2021-2026";"Electrochemistry (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemistry; Energy; Materials Science"
3;17500155114;"Energy and Environmental Science";journal;"17545692, 17545706";"Royal Society of Chemistry";No;No;9,244;Q1;491;598;1581;46563;45756;1571;27,82;77,86;31,03;2;United Kingdom;Western Europe;"Royal Society of Chemistry";"2008-2026";"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Environmental Science"
4;21100873499;"Nature Sustainability";journal;"23989629";"Nature Publishing Group";Yes;No;7,896;Q1;174;218;655;8779;14083;470;20,73;40,27;32,45;20;United Kingdom;Western Europe;"Nature Publishing Group";"2018-2026";"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)";"Agricultural and Biological Sciences; Energy; Environmental Science; Social Sciences"
5;21100199127;"Advanced Energy Materials";journal;"16146832, 16146840";"John Wiley and Sons Inc";No;No;7,677;Q1;388;1211;2754;88490;71493;2745;25,67;73,07;31,55;3;Germany;Western Europe;"John Wiley and Sons Inc";"2011-2026";"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
6;21100832985;"ACS Energy Letters";journal;"23808195";"American Chemical Society";No;No;5,783;Q1;252;661;1772;36513;30627;1713;16,74;55,24;31,94;1;United States;Northern America;"American Chemical Society";"2016-2026";"Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemistry; Energy; Materials Science"
7;21100420314;"Energy Storage Materials";journal;"24058297";"Elsevier B.V.";No;No;4,845;Q1;212;859;1971;68935;39289;1969;19,23;80,25;32,95;0;Netherlands;Western Europe;"Elsevier B.V.";"2015-2026";"Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
8;21101045745;"Carbon Energy";journal;"26379368";"John Wiley &amp; Sons Inc.";Yes;No;4,473;Q1;86;170;387;13754;8075;387;19,73;80,91;30,95;0;United States;Northern America;"John Wiley &amp; Sons Inc.";"2019-2026";"Energy (miscellaneous) (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
9;21101323186;"Carbon Neutralization";journal;"27693325, 27693333";"John Wiley and Sons Inc";Yes;No;4,341;Q1;36;88;116;8408;2334;113;20,66;95,55;35,67;0;United States;Northern America;"John Wiley and Sons Inc";"2022-2026";"Energy (miscellaneous) (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
10;19700177027;"IEEE Transactions on Sustainable Energy";journal;"19493029, 19493037";"Institute of Electrical and Electronics Engineers Inc.";No;No;4,318;Q1;193;347;594;12899;7869;593;12,54;37,17;26,77;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2010-2026";"Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
11;27567;"Renewable and Sustainable Energy Reviews";journal;"13640321, 18790690";"Elsevier Ltd";No;No;3,995;Q1;501;1070;2604;145602;59322;2594;21,02;136,08;29,59;29;United Kingdom;Western Europe;"Elsevier Ltd";"1997-2026";"Renewable Energy, Sustainability and the Environment (Q1)";"Energy"
12;21101074917;"Advances in Applied Energy";journal;"26667924";"Elsevier Ltd";Yes;No;3,888;Q1;54;56;117;4965;2164;113;20,10;88,66;26,83;0;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2026";"Building and Construction (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Engineering; Environmental Science"
13;21100197947;"Nano Energy";journal;"22112855";"Elsevier B.V.";No;No;3,775;Q1;303;1009;3303;67586;55451;3299;16,79;66,98;33,39;0;Netherlands;Western Europe;"Elsevier B.V.";"2012-2026";"Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Engineering; Materials Science"
14;21101107327;"Energy Material Advances";journal;"26927640";"American Association for the Advancement of Science";Yes;Yes;3,459;Q1;39;40;117;3036;1638;114;15,54;75,90;33,21;0;United States;Northern America;"American Association for the Advancement of Science";"2020-2025";"Energy (miscellaneous) (Q1); Fuel Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
