Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;28773;"Ca-A Cancer Journal for Clinicians";journal;"15424863, 00079235";"John Wiley and Sons Inc";No;No;145,004;Q1;236;43;122;2704;40393;81;166,10;62,88;48,21;5;United States;Northern America;"John Wiley and Sons Inc";"1950-2026";"Hematology (Q1); Oncology (Q1)";"Medicine"
2;28711;"Annals of Oncology";journal;"15698041, 09237534";"Elsevier Ltd";No;No;19,072;Q1;331;165;546;4640;11450;301;22,35;28,12;40,54;18;United Kingdom;Western Europe;"Elsevier Ltd";"1990-2026";"Hematology (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)";"Medicine"
3;17900156736;"Journal of Hematology and Oncology";journal;"17568722";"BioMed Central Ltd";Yes;No;10,192;Q1;194;123;482;14448;12660;334;25,83;117,46;45,04;1;United Kingdom;Western Europe;"BioMed Central Ltd";"2008-2026";"Cancer Research (Q1); Hematology (Q1); Molecular Biology (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
4;25454;"Blood";journal;"15280020, 00064971";"Elsevier B.V.";No;No;5,823;Q1;556;839;2581;25764;19306;1533;7,29;30,71;45,33;24;United States;Northern America;"Elsevier B.V.";"1946-2026";"Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
5;21100205926;"Blood Cancer Journal";journal;"20445385";"Springer Nature";Yes;No;5,139;Q1;94;219;548;7004;4306;307;6,13;31,98;43,54;6;United Kingdom;Western Europe;"Springer Nature";"2011-2026";"Hematology (Q1); Oncology (Q1)";"Medicine"
6;21100370017;"The Lancet Haematology";journal;"23523026, 24519960";"Elsevier Ltd";No;No;4,936;Q1;113;191;585;3177;3015;258;5,40;16,63;45,26;0;United Kingdom;Western Europe;"Elsevier Ltd";"2014-2026";"Hematology (Q1)";"Medicine"
7;21101133552;"Blood Cancer Discovery";journal;"26433230, 26433249";"American Association for Cancer Research Inc.";No;No;4,316;Q1;35;39;142;1856;1054;139;7,22;47,59;38,60;0;United States;Northern America;"American Association for Cancer Research Inc.";"2020-2026";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Cancer Research (Q1); Hematology (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
8;26015;"Leukemia";journal;"08876924, 14765551";"Springer Nature";No;No;3,458;Q1;235;318;1056;11182;7587;961;7,54;35,16;42,40;6;United Kingdom;Western Europe;"Springer Nature";"1987-2026";"Anesthesiology and Pain Medicine (Q1); Cancer Research (Q1); Hematology (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
9;21100459104;"Experimental Hematology and Oncology";journal;"21623619";"BioMed Central Ltd";Yes;No;3,092;Q1;58;119;264;11179;2122;170;8,39;93,94;45,19;0;United Kingdom;Western Europe;"BioMed Central Ltd";"2012-2026";"Cancer Research (Q1); Hematology (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10;25424;"American Journal of Hematology";journal;"03618609, 10968652";"John Wiley and Sons Inc";No;No;3,076;Q1;145;359;1038;10842;5151;505;5,05;30,20;46,28;12;United States;Northern America;"John Wiley and Sons Inc";"1976-2026";"Hematology (Q1)";"Medicine"
11;21100886825;"Blood Advances";journal;"24739529, 24739537";"American Society of Hematology";Yes;No;2,901;Q1;110;694;2003;23618;11248;1706;5,28;34,03;46,07;23;United States;Northern America;"American Society of Hematology";"2016-2026";"Hematology (Q1)";"Medicine"
12;25954;"Haematologica";journal;"15928721, 03906078";"Ferrata Storti Foundation";Yes;No;2,449;Q1;179;544;1247;14419;5213;721;3,96;26,51;44,50;14;Italy;Western Europe;"Ferrata Storti Foundation";"1947-2026";"Hematology (Q1)";"Medicine"
13;21101094482;"Journal of the National Cancer Center";journal;"20968663, 26670054";"";Yes;No;2,441;Q1;21;41;97;2568;888;87;10,28;62,63;51,77;2;China;Asiatic Region;"";"2021-2025";"Cancer Research (Q1); Hematology (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
