Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;29254;"Nursing Philosophy";journal;"14667681, 1466769X";"Wiley-Blackwell Publishing Ltd";No;No;0,938;Q1;47;48;123;2337;344;106;2,49;48,69;63,21;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2003-2026";"Issues, Ethics and Legal Aspects (Q1); Medicine (miscellaneous) (Q1); Research and Theory (Q1)";"Medicine; Nursing"
2;27186;"Canadian Journal of Nursing Research";journal;"08445621, 17057051";"SAGE Publications Inc.";No;No;0,930;Q1;52;44;127;2113;390;124;2,98;48,02;78,11;2;United States;Northern America;"SAGE Publications Inc.";"1988, 1990-2013, 2015-2026";"Nursing (miscellaneous) (Q1); Research and Theory (Q1)";"Nursing"
3;27169;"Biological Research for Nursing";journal;"15524175, 10998004";"SAGE Publications Inc.";No;No;0,881;Q1;64;55;176;2895;470;174;2,35;52,64;60,44;0;United States;Northern America;"SAGE Publications Inc.";"1999-2026";"Research and Theory (Q1)";"Nursing"
4;11700154358;"Journal of Research in Nursing";journal;"1744988X, 17449871";"SAGE Publications Ltd";No;No;0,675;Q1;46;101;293;1926;328;161;0,93;19,07;66,67;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1996-1999, 2002, 2005-2026";"Research and Theory (Q1)";"Nursing"
5;17845;"Radiography";journal;"15322831, 10788174";"W.B. Saunders Ltd";No;No;0,654;Q1;48;277;598;10370;1619;536;2,66;37,44;46,88;6;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1995-2026";"Research and Theory (Q1); Assessment and Diagnosis (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine; Nursing"
6;21100215113;"International Journal of Nursing Knowledge";journal;"20473087, 20473095";"John Wiley and Sons Inc";No;No;0,648;Q2;34;45;109;1758;208;96;2,11;39,07;77,03;1;United States;Northern America;"John Wiley and Sons Inc";"2012-2025";"Fundamentals and Skills (Q1); Research and Theory (Q2)";"Nursing"
7;14000155897;"International Journal of Speech-Language Pathology";journal;"17549507, 17549515";"Informa Healthcare";No;No;0,614;Q2;62;72;220;3365;392;189;1,43;46,74;78,95;3;United Kingdom;Western Europe;"Informa Healthcare";"1999-2006, 2008-2026";"Linguistics and Language (Q1); LPN and LVN (Q2); Otorhinolaryngology (Q2); Research and Theory (Q2); Speech and Hearing (Q2)";"Health Professions; Medicine; Nursing; Social Sciences"
8;5000159705;"Japan Journal of Nursing Science";journal;"17427924, 17427932";"Blackwell Publishing Asia";No;No;0,613;Q2;35;63;177;2320;358;175;2,00;36,83;69,92;0;Australia;Pacific Region;"Blackwell Publishing Asia";"2006-2026";"Medicine (miscellaneous) (Q2); Research and Theory (Q2)";"Medicine; Nursing"
9;5000157102;"Teaching and Learning in Nursing";journal;"15573087";"Elsevier Inc.";No;No;0,535;Q2;34;219;372;5368;727;341;1,64;24,51;78,69;0;United States;Northern America;"Elsevier Inc.";"2006-2026";"Fundamentals and Skills (Q2); Leadership and Management (Q2); Research and Theory (Q2)";"Nursing"
10;30054;"Chinese Journal of Nursing";journal;"02541769";"Chinese Nursing Journals Publishing House Co.,Ltd";No;No;0,368;Q3;15;437;895;11180;1256;895;1,40;25,58;64,45;1;China;Asiatic Region;"Chinese Nursing Journals Publishing House Co.,Ltd";"1982-1997, 2022-2026";"Advanced and Specialized Nursing (Q2); Critical Care Nursing (Q2); Leadership and Management (Q3); Research and Theory (Q3)";"Nursing"
