Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21119;"International Materials Reviews";journal;"09506608, 17432804";"SAGE Publications Inc.";No;No;3,206;Q1;147;23;52;5774;996;52;14,50;251,04;30,16;1;United Kingdom;Western Europe;"SAGE Publications Inc.";"1987-2026";"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
2;12286;"Surface Science Reports";journal;"01675729, 1879274X";"Elsevier B.V.";No;No;3,204;Q1;134;6;19;1763;191;19;9,23;293,83;23,53;0;Netherlands;Western Europe;"Elsevier B.V.";"1981-2026";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
3;28583;"Acta Materialia";journal;"13596454";"Acta Materialia Inc";No;No;2,926;Q1;405;749;2333;45439;22891;2333;9,40;60,67;23,78;6;United Kingdom;Western Europe;"Acta Materialia Inc";"1996-2026";"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)";"Materials Science"
4;21100773739;"Materials Research Letters";journal;"21663831";"Taylor and Francis Ltd.";Yes;No;2,529;-;88;74;198;4808;1788;198;8,17;64,97;27,53;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2026";"Materials Science (miscellaneous) (Q1)";"Materials Science"
5;21100461936;"Journal of Magnesium and Alloys";journal;"22139567";"KeAi Communications Co.";Yes;No;2,441;Q1;109;230;340;18694;5107;337;15,04;81,28;29,02;1;China;Asiatic Region;"KeAi Communications Co.";"2013-2026";"Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
6;12330;"Journal of Materials Science and Technology";journal;"10050302";"Chinese Society of Metals";No;No;2,130;Q1;167;927;1845;55451;20333;1806;11,14;59,82;30,99;6;China;Asiatic Region;"Chinese Society of Metals";"1993-2026";"Ceramics and Composites (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)";"Engineering; Materials Science"
7;21100823470;"Journal of Materiomics";journal;"23528478, 23528486";"Chinese Ceramic Society";Yes;No;1,800;Q1;80;142;296;7595;2762;294;9,43;53,49;34,11;0;China;Asiatic Region;"Chinese Ceramic Society";"2015-2026";"Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Materials Science"
8;28379;"Scripta Materialia";journal;"13596462";"Acta Materialia Inc";No;No;1,756;Q1;253;547;1732;19553;10834;1717;6,22;35,75;27,20;4;United Kingdom;Western Europe;"Acta Materialia Inc";"1996-2026";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Nanoscience and Nanotechnology (Q1)";"Engineering; Materials Science; Physics and Astronomy"
9;20972;"Journal of Materials Processing Technology";journal;"09240136, 18734774";"Elsevier Ltd";No;No;1,485;Q1;247;376;1224;14615;8432;1223;6,73;38,87;23,39;3;United Kingdom;Western Europe;"Elsevier Ltd";"1990-2026";"Ceramics and Composites (Q1); Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Metals and Alloys (Q1); Modeling and Simulation (Q1)";"Computer Science; Engineering; Materials Science; Mathematics"
10;25236;"Sensors and Actuators B: Chemical";journal;"09254005, 19448201";"Elsevier B.V.";No;No;1,482;Q1;259;1713;4912;79833;43026;4912;8,89;46,60;39,20;5;Netherlands;Western Europe;"Elsevier B.V.";"1970, 1990-2026";"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Instrumentation (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Engineering; Materials Science; Physics and Astronomy"
11;22781;"Chemical Communications";journal;"1364548X, 13597345";"Royal Society of Chemistry";No;No;1,344;Q1;397;2753;8875;115357;47314;8872;5,09;41,90;34,24;4;United Kingdom;Western Europe;"Royal Society of Chemistry";"1965-1968, 1996-2026";"Catalysis (Q1); Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Chemical Engineering; Chemistry; Materials Science"
12;27919;"Rare Metals";journal;"10010521, 18677185";"John Wiley and Sons Inc";No;No;1,326;Q1;83;426;708;21298;5301;694;8,29;50,00;34,81;0;China;Asiatic Region;"John Wiley and Sons Inc";"1982-1987, 1989-2025";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
13;16274;"Journal of Constructional Steel Research";journal;"0143974X";"Elsevier B.V.";No;No;1,319;Q1;155;540;1436;21939;6767;1432;4,38;40,63;26,04;4;Netherlands;Western Europe;"Elsevier B.V.";"1980-2026";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
14;12278;"Superconductor Science and Technology";journal;"09532048, 13616668";"IOP Publishing Ltd.";No;No;1,191;Q1;129;260;761;11807;2772;746;3,69;45,41;23,38;1;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1988-2025";"Ceramics and Composites (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science; Physics and Astronomy"
15;21101089369;"Tungsten";journal;"26618036, 26618028";"Springer International Publishing";No;No;1,110;Q1;40;40;101;1656;561;89;6,40;41,40;38,21;0;Switzerland;Western Europe;"Springer International Publishing";"2019-2026";"Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Materials Science"
16;12325;"Journal of Alloys and Compounds";journal;"09258388";"Elsevier B.V.";No;No;1,079;Q1;251;5201;13631;273548;85745;13542;6,62;52,60;33,49;2;Netherlands;Western Europe;"Elsevier B.V.";"1991-2026";"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
17;21100383742;"Journal of Materials Research and Technology";journal;"22387854, 22140697";"Elsevier Editora Ltda";Yes;No;1,050;Q1;141;1925;3595;94398;24363;3594;6,60;49,04;29,38;3;Brazil;Latin America;"Elsevier Editora Ltda";"2012-2026";"Ceramics and Composites (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1); Biomaterials (Q2)";"Materials Science"
18;21100806003;"Engineering Science and Technology, an International Journal";journal;"22150986";"Elsevier B.V.";Yes;No;1,036;Q1;104;172;386;7930;2770;384;6,76;46,10;22,33;2;Netherlands;Western Europe;"Elsevier B.V.";"2014-2026";"Civil and Structural Engineering (Q1); Computer Networks and Communications (Q1); Electronic, Optical and Magnetic Materials (Q1); Fluid Flow and Transfer Processes (Q1); Hardware and Architecture (Q1); Mechanical Engineering (Q1); Metals and Alloys (Q1); Biomaterials (Q2)";"Chemical Engineering; Computer Science; Engineering; Materials Science"
19;12133;"Hydrometallurgy";journal;"0304386X";"Elsevier B.V.";No;No;1,012;Q1;155;140;694;6372;3671;693;5,05;45,51;32,72;0;Netherlands;Western Europe;"Elsevier B.V.";"1975-2026";"Industrial and Manufacturing Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
20;21101100208;"ES Materials and Manufacturing";journal;"25780611, 2578062X";"Engineered Science Publisher";No;No;0,959;Q1;39;40;115;1875;976;104;10,79;46,88;33,33;0;United States;Northern America;"Engineered Science Publisher";"2018-2025";"Applied Mathematics (Q1); Building and Construction (Q1); Ceramics and Composites (Q1); Metals and Alloys (Q1); Modeling and Simulation (Q1); Numerical Analysis (Q1); Polymers and Plastics (Q1)";"Engineering; Materials Science; Mathematics"
21;12202;"Intermetallics";journal;"09669795";"Elsevier Ltd";No;No;0,956;Q1;149;278;778;13221;3541;778;4,42;47,56;28,42;0;United Kingdom;Western Europe;"Elsevier Ltd";"1993-2026";"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Chemistry; Engineering; Materials Science"
22;12219;"International Journal of Refractory Metals and Hard Materials";journal;"22133917, 02634368";"Elsevier B.V.";No;No;0,910;Q1;118;226;775;9853;3371;771;3,79;43,60;27,76;0;Netherlands;Western Europe;"Elsevier B.V.";"1982-1993, 1995-2026";"Ceramics and Composites (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
23;27854;"Transactions of Nonferrous Metals Society of China (English Edition)";journal;"10036326, 22103384";"Nonferrous Metals Society of China";No;No;0,875;Q1;109;287;862;12091;3967;862;4,46;42,13;29,37;0;China;Asiatic Region;"Nonferrous Metals Society of China";"1994-2026";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Geotechnical Engineering and Engineering Geology (Q2)";"Earth and Planetary Sciences; Materials Science; Physics and Astronomy"
24;17700156449;"International Journal of Minerals, Metallurgy and Materials";journal;"1869103X, 16744799";"University of Science and Technology Beijing";No;No;0,854;Q1;71;214;540;10928;2456;536;4,89;51,07;30,99;1;China;Asiatic Region;"University of Science and Technology Beijing";"2009-2026";"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Geochemistry and Petrology (Q2)";"Earth and Planetary Sciences; Engineering; Materials Science"
25;27376;"Metals and Materials International";journal;"15989623, 20054149";"Korean Institute of Metals and Materials";Yes;No;0,819;Q1;68;248;781;10704;2929;773;3,94;43,16;24,79;0;South Korea;Asiatic Region;"Korean Institute of Metals and Materials";"1996-2026";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science; Physics and Astronomy"
26;34774;"Metallurgical and Materials Transactions B: Process Metallurgy and Materials Processing Science";journal;"10735615, 15431916";"Springer";No;No;0,804;Q1;118;320;892;12317;2833;885;3,09;38,49;25,18;2;United States;Northern America;"Springer";"1973-1979, 1995-2026";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science; Physics and Astronomy"
27;28423;"Steel and Composite Structures";journal;"15986233, 12299367";"Techno-Press";Yes;No;0,796;Q1;86;233;650;12631;3229;650;4,73;54,21;21,70;0;South Korea;Asiatic Region;"Techno-Press";"2004-2026";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
