Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;27505;"Human Reproduction";journal;"14602350, 02681161";"Oxford University Press";No;No;2,147;Q1;274;297;890;13861;4872;783;5,18;46,67;56,46;9;United Kingdom;Western Europe;"Oxford University Press";"1986-2026";"Obstetrics and Gynecology (Q1); Rehabilitation (Q1); Reproductive Medicine (Q1)";"Medicine"
2;16500154708;"Annals of Physical and Rehabilitation Medicine";journal;"18770657, 18770665";"Elsevier Masson s.r.l.";No;No;1,472;Q1;76;57;305;2221;1113;200;3,58;38,96;47,02;2;France;Western Europe;"Elsevier Masson s.r.l.";"2009-2026";"Orthopedics and Sports Medicine (Q1); Rehabilitation (Q1)";"Medicine"
3;33648;"Neurorehabilitation and Neural Repair";journal;"15526844, 15459683";"SAGE Publications Inc.";No;No;1,322;Q1;141;76;239;3962;1067;236;3,80;52,13;49,80;3;United States;Northern America;"SAGE Publications Inc.";"1987-2026";"Neurology (Q1); Neurology (clinical) (Q1); Rehabilitation (Q1)";"Medicine; Neuroscience"
4;16321;"IEEE Transactions on Neural Systems and Rehabilitation Engineering";journal;"15344320, 15580210";"Institute of Electrical and Electronics Engineers Inc.";Yes;No;1,310;Q1;179;407;1041;20370;6958;1040;6,26;50,05;34,92;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2001-2026";"Biomedical Engineering (Q1); Computer Science Applications (Q1); Internal Medicine (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1); Rehabilitation (Q1)";"Computer Science; Engineering; Medicine; Neuroscience"
5;130095;"Journal of NeuroEngineering and Rehabilitation";journal;"17430003";"BioMed Central Ltd";Yes;No;1,287;Q1;137;226;489;13533;3152;487;5,44;59,88;41,82;2;United Kingdom;Western Europe;"BioMed Central Ltd";"2004-2026";"Health Informatics (Q1); Rehabilitation (Q1)";"Medicine"
6;5700165203;"Journal of Cardiopulmonary Rehabilitation and Prevention";journal;"1932751X, 19327501";"Lippincott Williams and Wilkins";Yes;No;1,233;Q1;83;88;260;2748;630;230;2,16;31,23;42,96;0;United States;Northern America;"Lippincott Williams and Wilkins";"2007-2026";"Cardiology and Cardiovascular Medicine (Q1); Pulmonary and Respiratory Medicine (Q1); Rehabilitation (Q1)";"Medicine"
7;21101030144;"JMIR Serious Games";journal;"22919279";"JMIR Publications Inc.";Yes;No;1,144;Q1;54;97;302;5474;1664;301;4,59;56,43;46,22;2;Canada;Northern America;"JMIR Publications Inc.";"2013-2026";"Biomedical Engineering (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1)";"Engineering; Health Professions; Medicine"
8;16270;"Archives of Physical Medicine and Rehabilitation";journal;"1532821X, 00039993";"W.B. Saunders";No;No;1,136;Q1;235;311;900;11844;2936;744;3,01;38,08;50,18;10;United States;Northern America;"W.B. Saunders";"1945-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
9;16317;"Clinical Rehabilitation";journal;"14770873, 02692155";"SAGE Publications Ltd";No;No;1,133;Q1;134;122;414;5753;1502;394;3,36;47,16;51,66;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)";"Health Professions; Medicine"
10;13147;"Supportive Care in Cancer";journal;"14337339, 09414355";"Springer Science and Business Media Deutschland GmbH";No;No;1,109;Q1;151;823;2604;31377;8050;2429;2,85;38,13;58,40;9;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1993-2026";"Oncology (nursing) (Q1); Rehabilitation (Q1); Oncology (Q2)";"Medicine; Nursing"
11;29283;"Journal of Occupational Rehabilitation";journal;"15733688, 10530487";"Springer New York";No;No;0,998;Q1;93;66;202;3658;588;194;2,54;55,42;62,68;11;United States;Northern America;"Springer New York";"1991-2026";"Occupational Therapy (Q1); Rehabilitation (Q1)";"Health Professions; Medicine"
12;11700154353;"European Journal of Physical and Rehabilitation Medicine";journal;"19739095, 19739087";"Edizioni Minerva Medica";Yes;No;0,975;Q1;85;116;320;5499;1023;284;3,14;47,41;51,60;0;Italy;Western Europe;"Edizioni Minerva Medica";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)";"Health Professions; Medicine"
13;21101055006;"Arthroscopy, Sports Medicine, and Rehabilitation";journal;"2666061X";"Elsevier Inc.";Yes;No;0,973;Q1;28;164;687;5821;1563;686;2,34;35,49;19,24;0;United States;Northern America;"Elsevier Inc.";"2019-2025";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Public Health, Environmental and Occupational Health (Q1); Rehabilitation (Q1)";"Health Professions; Medicine"
14;13710;"Disability and Rehabilitation";journal;"09638288, 14645165";"Informa Healthcare";No;No;0,972;Q1;147;611;1714;31921;5001;1688;2,74;52,24;64,08;29;United Kingdom;Western Europe;"Informa Healthcare";"1978-2026";"Rehabilitation (Q1)";"Medicine"
15;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";"Lippincott Williams and Wilkins Ltd.";No;No;0,956;Q1;72;37;98;1475;249;80;2,71;39,86;62,60;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2004-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Geriatrics and Gerontology (Q2); Neurology (clinical) (Q2)";"Health Professions; Medicine"
16;10800153305;"Brazilian Journal of Physical Therapy";journal;"18099246, 14133555";"Revista Brasileira de Fisioterapia";Yes;Yes;0,952;Q1;62;68;222;3002;813;198;2,91;44,15;60,61;1;Brazil;Latin America;"Revista Brasileira de Fisioterapia";"2007-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)";"Health Professions; Medicine"
17;19884;"Spinal Cord";journal;"14765624, 13624393";"Springer Nature";No;No;0,945;Q1;135;101;406;3050;1064;396;2,44;30,20;36,21;0;United Kingdom;Western Europe;"Springer Nature";"1972, 1996-2026";"Medicine (miscellaneous) (Q1); Rehabilitation (Q1); Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
18;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509X";"Lippincott Williams and Wilkins";No;No;0,944;Q1;122;87;269;3866;809;263;2,99;44,44;63,19;0;United States;Northern America;"Lippincott Williams and Wilkins";"1986-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)";"Health Professions; Medicine"
