Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;13124;"Trauma, Violence, and Abuse";journal;"15248380, 15528324";"SAGE Publications Ltd";No;No;3,093;Q1;131;270;425;20614;3988;425;8,67;76,35;74,00;78;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2026";"Applied Psychology (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Social Work (Q1)";"Medicine; Psychology; Social Sciences"
2;24456;"Child Development";journal;"14678624, 00093920";"Wiley-Blackwell Publishing Ltd";No;No;2,195;Q1;309;170;547;10856;2825;540;4,88;63,86;64,61;7;United States;Northern America;"Wiley-Blackwell Publishing Ltd";"1945-1948, 1950-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)";"Medicine; Psychology; Social Sciences"
3;15653;"Journal of Marriage and Family";journal;"17413737, 00222445";"Wiley-Blackwell Publishing Ltd";No;No;1,609;Q1;199;76;215;5875;830;213;3,85;77,30;64,12;4;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-1981, 1985, 1987, 1996-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)";"Arts and Humanities; Social Sciences"
4;24451;"Child Abuse and Neglect";journal;"01452134, 18737757";"Elsevier Ltd";No;No;1,497;Q1;192;423;1091;25906;4382;1034;3,44;61,24;64,14;31;United Kingdom;Western Europe;"Elsevier Ltd";"1977-2026";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Social Work (Q1)";"Medicine; Psychology; Social Sciences"
5;16925;"American Journal of Community Psychology";journal;"00910562, 15732770";"John Wiley and Sons Inc";No;No;1,365;Q1;143;62;226;4231;830;213;2,79;68,24;71,49;5;United States;Northern America;"John Wiley and Sons Inc";"1973-2026";"Applied Psychology (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Social Work (Q1)";"Medicine; Psychology; Social Sciences"
6;24469;"Child Maltreatment";journal;"10775595, 15526119";"SAGE Publications Inc.";No;No;1,190;Q1;107;70;176;3358;677;163;3,10;47,97;70,34;6;United States;Northern America;"SAGE Publications Inc.";"1996-2026";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)";"Medicine; Psychology; Social Sciences"
7;14573;"Social Policy and Administration";journal;"01445596, 14679515";"Wiley-Blackwell Publishing Ltd";No;No;1,104;Q1;86;68;228;3715;905;228;2,59;54,63;43,03;24;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1967-2026";"Development (Q1); Public Administration (Q1); Social Work (Q1); Sociology and Political Science (Q1)";"Social Sciences"
8;20848;"Health and Social Care in the Community";journal;"09660410, 13652524";"John Wiley and Sons Ltd";No;No;1,045;Q1;91;152;1163;8638;3384;1162;2,82;56,83;67,12;9;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1993-2026";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
9;12282;"Journal of Social Policy";journal;"14697823, 00472794";"Cambridge University Press";No;No;1,025;Q1;87;57;151;3044;476;150;3,19;53,40;47,71;0;United Kingdom;Western Europe;"Cambridge University Press";"1973, 1976, 1978-1984, 1986-2026";"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)";"Environmental Science; Social Sciences"
10;29237;"Clinical Social Work Journal";journal;"15733343, 00911674";"Kluwer Academic/Human Sciences Press Inc.";No;No;0,994;Q1;54;51;125;2481;454;119;2,72;48,65;66,93;2;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1973-2026";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Social Work (Q1)";"Medicine; Social Sciences"
