Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;22549;"Public Health Reviews";journal;"21076952, 03010422";"Frontiers Media SA";Yes;No;1,491;Q1;58;56;99;2849;382;80;3,42;50,88;51,84;8;Switzerland;Western Europe;"Frontiers Media SA";"1973-1980, 1982-2003, 2010-2026";"Community and Home Care (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Nursing"
2;29189;"Journal of Aging and Health";journal;"15526887, 08982643";"SAGE Publications Inc.";No;No;1,143;Q1;98;63;277;3307;795;276;2,44;52,49;62,69;2;United States;Northern America;"SAGE Publications Inc.";"1989-2026";"Community and Home Care (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Sociology and Political Science (Q1); Geriatrics and Gerontology (Q2)";"Medicine; Nursing; Social Sciences"
3;21100212900;"Global Heart";journal;"22118179, 22118160";"Ubiquity Press";Yes;No;1,063;Q1;60;101;244;3796;798;240;3,05;37,58;43,89;5;United Kingdom;Western Europe;"Ubiquity Press";"2011-2026";"Cardiology and Cardiovascular Medicine (Q1); Community and Home Care (Q1); Epidemiology (Q2)";"Medicine; Nursing"
4;3900148620;"Journal of Family Nursing";journal;"10748407, 1552549X";"SAGE Publications Inc.";No;No;1,032;Q1;56;24;92;1062;288;84;3,00;44,25;87,07;0;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Community and Home Care (Q1); Family Practice (Q1)";"Medicine; Nursing"
5;21100327124;"Journal of Primary Care and Community Health";journal;"21501327, 21501319";"Sage Periodicals Press";Yes;No;0,925;Q1;48;233;644;8622;1735;596;2,61;37,00;59,07;6;United States;Northern America;"Sage Periodicals Press";"2010-2026";"Community and Home Care (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Nursing"
6;20653;"Topics in Stroke Rehabilitation";journal;"19455119, 10749357";"Taylor and Francis Ltd.";No;No;0,763;Q1;85;79;192;3353;558;189;2,96;42,44;50,48;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Community and Home Care (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)";"Medicine; Nursing"
7;14622;"Social Work in Health Care";journal;"00981389, 1541034X";"Routledge";No;No;0,719;Q1;55;42;94;1747;209;92;1,78;41,60;70,39;0;United Kingdom;Western Europe;"Routledge";"1975-2026";"Community and Home Care (Q1); Psychiatry and Mental Health (Q2); Social Work (Q2)";"Medicine; Nursing; Social Sciences"
8;28557;"Australasian Journal on Ageing";journal;"14406381, 17416612";"Wiley-Blackwell";No;No;0,706;Q1;53;108;325;2825;509;283;1,57;26,16;64,98;4;United States;Northern America;"Wiley-Blackwell";"1998-2026";"Community and Home Care (Q1); Geriatrics and Gerontology (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Nursing"
9;28612;"Canadian Journal on Aging";journal;"07149808, 17101107";"Cambridge University Press";No;No;0,698;Q1;57;60;176;2946;320;175;1,86;49,10;74,32;0;Canada;Northern America;"Cambridge University Press";"1982-2026";"Community and Home Care (Q1); Geriatrics and Gerontology (Q2); Gerontology (Q2); Health (social science) (Q2)";"Medicine; Nursing; Social Sciences"
10;4000148207;"Health Promotion Journal of Australia";journal;"10361073, 22011617";"John Wiley &amp; Sons Inc.";No;No;0,697;Q1;46;140;388;5752;722;344;1,76;41,09;75,20;10;Australia;Pacific Region;"John Wiley &amp; Sons Inc.";"2002-2026";"Community and Home Care (Q1); Public Health, Environmental and Occupational Health (Q2)";"Medicine; Nursing"
11;20218;"Journal of Egyptian Public Health Association";journal;"2090262X, 00132446";"Springer International Publishing AG";Yes;Yes;0,665;Q1;29;33;82;1068;260;76;3,27;32,36;62,07;0;Switzerland;Western Europe;"Springer International Publishing AG";"1965-1974, 1976-1980, 1985, 1988-2005, 2007, 2010-2017, 2019-2026";"Community and Home Care (Q1); Health Informatics (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)";"Medicine; Nursing; Social Sciences"
12;5200152840;"Intellectual and Developmental Disabilities";journal;"19349491, 19349556";"American Association on Intellectual and Developmental Disabilities";No;No;0,644;Q2;80;38;115;1431;187;114;1,22;37,66;63,24;3;United States;Northern America;"American Association on Intellectual and Developmental Disabilities";"2007-2025";"Community and Home Care (Q2); Developmental and Educational Psychology (Q2); Education (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Nursing; Psychology; Social Sciences"
13;21100901159;"International Journal of Child Care and Education Policy";journal;"19765681, 22886729";"SpringerOpen";Yes;Yes;0,629;Q2;27;13;49;782;147;48;2,61;60,15;47,22;1;Singapore;Asiatic Region;"SpringerOpen";"2007-2026";"Pediatrics (Q1); Sociology and Political Science (Q1); Community and Home Care (Q2); Education (Q2); Pediatrics, Perinatology and Child Health (Q2)";"Medicine; Nursing; Social Sciences"
14;21100845200;"International Journal of Community Based Nursing and Midwifery";journal;"23224835, 23222476";"Shriaz University of Medical Sciences";Yes;No;0,592;Q2;31;31;96;874;176;78;1,67;28,19;63,27;1;Iran;Middle East;"Shriaz University of Medical Sciences";"2015-2026";"Maternity and Midwifery (Q1); Community and Home Care (Q2); Family Practice (Q2); Health (social science) (Q2)";"Medicine; Nursing; Social Sciences"
15;4100151711;"Journal of Hospice and Palliative Nursing";journal;"15222179, 15390705";"Lippincott Williams and Wilkins Ltd.";No;No;0,520;Q2;36;81;249;1966;332;236;1,18;24,27;81,23;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1999-2026";"Advanced and Specialized Nursing (Q1); Community and Home Care (Q2)";"Nursing"
16;21100407145;"Investigacion y Educacion en Enfermeria";journal;"22160280, 01205307";"Facultad de Enfermeria de la Universidad de Antioquia";Yes;Yes;0,510;Q2;26;47;140;1427;245;132;1,44;30,36;63,29;0;Colombia;Latin America;"Facultad de Enfermeria de la Universidad de Antioquia";"2012-2025";"Maternity and Midwifery (Q1); Community and Home Care (Q2); Family Practice (Q2); Health (social science) (Q2); Nursing (miscellaneous) (Q2); Geriatrics and Gerontology (Q3)";"Medicine; Nursing; Social Sciences"
17;13473;"Home Health Care Services Quarterly";journal;"01621424, 15450856";"Routledge";No;No;0,491;Q2;35;16;62;678;83;62;1,13;42,38;65,82;1;United States;Northern America;"Routledge";"1979-2025";"Community and Home Care (Q2); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)";"Medicine; Nursing"
18;5800207394;"Child Care in Practice";journal;"13575279, 1476489X";"Routledge";No;No;0,473;Q2;34;51;115;2182;154;103;1,35;42,78;65,15;3;United Kingdom;Western Europe;"Routledge";"1994-2026";"Community and Home Care (Q2); Education (Q2); Health (social science) (Q2); Pediatrics (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental and Educational Psychology (Q3)";"Medicine; Nursing; Psychology; Social Sciences"
19;28193;"Journal of Community Health Nursing";journal;"15327655, 07370016";"Routledge";No;No;0,412;Q2;40;24;66;820;81;66;1,02;34,17;67,09;1;United States;Northern America;"Routledge";"1984-2026";"Community and Home Care (Q2); Public Health, Environmental and Occupational Health (Q3)";"Medicine; Nursing"
20;3300147411;"Home Health Care Management and Practice";journal;"15526739, 10848223";"SAGE Publications Inc.";No;No;0,406;Q2;27;35;108;1275;115;108;0,97;36,43;63,78;3;United States;Northern America;"SAGE Publications Inc.";"1988-2026";"Community and Home Care (Q2); Leadership and Management (Q3); Public Health, Environmental and Occupational Health (Q3)";"Medicine; Nursing"
21;100147025;"Clinical Medicine and Research";journal;"15394182, 15546179";"Marshfield Clinic";Yes;No;0,358;Q2;66;28;88;780;124;83;1,22;27,86;47,01;1;United States;Northern America;"Marshfield Clinic";"2003-2025";"Community and Home Care (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Nursing"
22;19400157238;"Texto e Contexto Enfermagem";journal;"01040707, 1980265X";"Universidade Federal de Santa Catarina";Yes;No;0,336;Q3;31;122;369;3687;351;356;0,90;30,22;81,67;0;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2009-2025";"Advanced and Specialized Nursing (Q2); Law (Q2); Maternity and Midwifery (Q2); Community and Home Care (Q3); Nursing (miscellaneous) (Q3)";"Nursing; Social Sciences"
23;11300153503;"Journal of Correctional Health Care";journal;"10783458, 19405200";"Mary Ann Liebert Inc.";No;No;0,305;Q3;37;59;183;1673;148;166;0,78;28,36;63,38;2;United States;Northern America;"Mary Ann Liebert Inc.";"1994-2025";"Community and Home Care (Q3); Public Health, Environmental and Occupational Health (Q3)";"Medicine; Nursing"
24;18200156704;"Working with Older People";journal;"13663666, 20428790";"Emerald Group Publishing Ltd.";No;No;0,289;Q3;19;45;103;1594;95;103;0,89;35,42;62,04;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Community and Home Care (Q3); Gerontology (Q3)";"Nursing"
25;11600153409;"Malaysian Family Physician";journal;"1985207X, 19852274";"Academy of Family Physicians of Malaysia";Yes;Yes;0,287;Q3;24;71;188;1290;203;154;1,05;18,17;54,43;0;Malaysia;Asiatic Region;"Academy of Family Physicians of Malaysia";"2007-2026";"Community and Home Care (Q3); Family Practice (Q3)";"Medicine; Nursing"
26;21101019708;"Nurse Media Journal of Nursing";journal;"20877811, 24068799";"Diponegoro University- Department of Nursing, Faculty of Medicine";Yes;Yes;0,283;Q3;11;33;110;1448;115;110;0,97;43,88;62,16;0;Indonesia;Asiatic Region;"Diponegoro University- Department of Nursing, Faculty of Medicine";"2019-2025";"Medical and Surgical Nursing (Q2); Community and Home Care (Q3); Nursing (miscellaneous) (Q3)";"Nursing"
27;19700170191;"Quality in Ageing and Older Adults";journal;"20428766, 14717794";"Emerald Group Publishing Ltd.";No;No;0,266;Q3;25;24;49;764;32;41;0,46;31,83;68,75;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2025";"Care Planning (Q3); Community and Home Care (Q3); Gerontology (Q3)";"Nursing"
28;21101041819;"International Journal for Human Caring";journal;"25782304, 10915710";"International Association for Human Caring";No;No;0,264;Q3;5;32;93;802;51;83;0,40;25,06;90,48;0;United States;Northern America;"International Association for Human Caring";"2017-2019, 2021-2026";"Care Planning (Q3); Community and Home Care (Q3); Nursing (miscellaneous) (Q3)";"Nursing"
29;21100775591;"Home Healthcare Now";journal;"23744529, 23744537";"Lippincott Williams and Wilkins";No;No;0,261;Q3;31;92;277;1162;160;206;0,43;12,63;70,49;0;United States;Northern America;"Lippincott Williams and Wilkins";"2015-2026";"Advanced and Specialized Nursing (Q3); Community and Home Care (Q3); Health (social science) (Q3)";"Nursing; Social Sciences"
30;27158;"British Journal of Community Nursing";journal;"14624753, 20522215";"MA Healthcare Ltd";No;No;0,247;Q3;42;172;530;2856;324;376;0,60;16,60;71,60;1;United Kingdom;Western Europe;"MA Healthcare Ltd";"2000-2026";"Community and Home Care (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Nursing"
31;19700174682;"Safer Communities";journal;"17578043";"Emerald Publishing";No;No;0,227;Q3;19;28;62;1844;81;60;1,22;65,86;56,92;0;United Kingdom;Western Europe;"Emerald Publishing";"2002-2025";"Community and Home Care (Q3); Law (Q3); Public Health, Environmental and Occupational Health (Q3); Safety Research (Q3)";"Medicine; Nursing; Social Sciences"
32;21101170210;"Research in Community and Public Health Nursing";journal;"29830648";"Korean Academy of Community Health Nursing";No;No;0,224;Q3;12;36;120;1481;60;120;0,41;41,14;70,45;0;South Korea;Asiatic Region;"Korean Academy of Community Health Nursing";"2023-2025";"Community and Home Care (Q3); Health (social science) (Q3); Nursing (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Nursing; Social Sciences"
33;19700201625;"Open Public Health Journal";journal;"18749445";"Bentham Science Publishers";Yes;No;0,214;Q4;19;206;378;8487;242;358;0,62;41,20;46,96;0;United Arab Emirates;Middle East;"Bentham Science Publishers";"2011-2026";"Community and Home Care (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Nursing; Social Sciences"
34;21101113606;"Journal of Client-Centered Nursing Care";journal;"24764132, 24764124";"Iran University of Medical Sciences";Yes;Yes;0,183;Q4;9;32;97;964;49;97;0,43;30,13;59,04;0;Iran;Middle East;"Iran University of Medical Sciences";"2019-2025";"Care Planning (Q4); Community and Home Care (Q4); Critical Care Nursing (Q4); Issues, Ethics and Legal Aspects (Q4)";"Nursing"
35;21101060641;"Hacia la Promocion de la Salud";journal;"01217577, 24628425";"Universidad de Caldas";Yes;Yes;0,173;Q4;8;28;87;976;36;76;0,44;34,86;71,43;0;Colombia;Latin America;"Universidad de Caldas";"2019-2025";"Health Professions (miscellaneous) (Q3); Community and Home Care (Q4); Health Policy (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine; Nursing; Social Sciences"
36;21101046764;"Revista Cuidarte";journal;"22160973, 23463414";"Universidad de Santander";Yes;Yes;0,168;Q4;9;52;186;1722;80;171;0,45;33,12;64,43;0;Colombia;Latin America;"Universidad de Santander";"2019-2025";"Nurse Assisting (Q2); Family Practice (Q3); Maternity and Midwifery (Q3); Medical and Surgical Nursing (Q3); Community and Home Care (Q4); Critical Care and Intensive Care Medicine (Q4); Nursing (miscellaneous) (Q4)";"Medicine; Nursing"
37;21101131471;"Jurnal Keperawatan Padjadjaran";journal;"23385324, 24427276";"Faculty of Nursing, University of Padjadjaran";Yes;No;0,158;Q4;6;38;85;1364;39;85;0,45;35,89;66,13;0;Indonesia;Asiatic Region;"Faculty of Nursing, University of Padjadjaran";"2019-2025";"Community and Home Care (Q4); Critical Care Nursing (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Nursing"
38;21101105750;"Jurnal Keperawatan Soedirman";journal;"25799320, 19076673";"Universitas Jenderal Soedirman";Yes;No;0,147;Q4;4;30;45;1060;23;45;0,51;35,33;70,59;0;Indonesia;Asiatic Region;"Universitas Jenderal Soedirman";"2022-2025";"Community and Home Care (Q4); Maternity and Midwifery (Q4); Medical and Surgical Nursing (Q4); Pediatrics (Q4)";"Nursing"
39;5000156913;"Education and Health";journal;"20493665, 02651602";"SHEU, Schools Health Education Unit";Yes;No;0,144;Q4;17;0;14;0;3;13;0,00;0,00;0,00;0;United Kingdom;Western Europe;"SHEU, Schools Health Education Unit";"2006-2021";"Community and Home Care (Q4)";"Nursing"
40;4000151903;"Journal of Community Nursing";journal;"02634465";"Wound Care People Ltd";Yes;No;0,120;Q4;13;84;224;1392;19;193;0,05;16,57;86,25;0;United Kingdom;Western Europe;"Wound Care People Ltd";"1998-2002, 2006-2025";"Community and Home Care (Q4)";"Nursing"
41;7200153165;"FMC Formacion Medica Continuada en Atencion Primaria";journal;"15789675, 11342072";"Ediciones Doyma, S.L.";No;No;0,112;Q4;8;128;412;2260;41;403;0,07;17,66;57,07;1;Spain;Western Europe;"Ediciones Doyma, S.L.";"2005-2026";"Community and Home Care (Q4); Gastroenterology (Q4)";"Medicine; Nursing"
42;146147;"Community Practitioner (discontinued)";journal;"14622815";"Media Shed";No;No;0,101;Q4;24;0;120;0;2;120;0,06;0,00;0,00;0;United Kingdom;Western Europe;"Media Shed";"2005-2023";"Community and Home Care (Q4); Family Practice (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Nursing"
43;21101276702;"Disability, CBR and Inclusive Development";journal;"22115242";"Vrije University";Yes;Yes;;-;20;9;95;300;41;78;0,49;33,33;60,00;0;Netherlands;Western Europe;"Vrije University";"2011-2025";"Community and Home Care; Fundamentals and Skills; Research and Theory";"Nursing"
44;21101278623;"Journal of Holistic Nursing Science";journal;"25797751, 25798472";"Universitas Muhammadiyah Magelang";No;No;;-;3;14;50;440;12;47;0,24;31,43;59,26;0;Indonesia;Asiatic Region;"Universitas Muhammadiyah Magelang";"2021-2026";"Community and Home Care; Nursing (miscellaneous)";"Nursing"
