Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;11300153407;"JACC: Cardiovascular Imaging";journal;"1936878X, 18767591";"Elsevier Inc.";No;No;5,426;Q1;180;230;995;4564;5278;381;5,70;19,84;29,71;1;United States;Northern America;"Elsevier Inc.";"2008-2026";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine"
2;29213;"Cancer Treatment Reviews";journal;"03057372, 15321967";"W.B. Saunders Ltd";No;No;4,183;Q1;180;127;286;11947;3111;283;10,67;94,07;46,84;3;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1974-1991, 1993-2026";"Medicine (miscellaneous) (Q1); Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine"
3;17864;"Radiology";journal;"00338419, 15271315";"Radiological Society of North America Inc.";No;No;3,856;Q1;357;552;1782;10980;12163;1001;7,05;19,89;34,07;10;United States;Northern America;"Radiological Society of North America Inc.";"1931, 1936, 1945-2026";"Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine"
4;21100904922;"European Urology Oncology";journal;"25889311";"Elsevier B.V.";No;No;3,419;Q1;63;214;337;0;2066;255;5,97;0,00;27,68;8;Netherlands;Western Europe;"Elsevier B.V.";"2018-2026";"Medicine (miscellaneous) (Q1); Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Surgery (Q1); Urology (Q1)";"Medicine"
5;17271;"Medical Image Analysis";journal;"13618415, 13618423";"Elsevier B.V.";No;No;3,289;Q1;201;266;922;17541;14434;916;15,35;65,94;27,39;0;Netherlands;Western Europe;"Elsevier B.V.";"1996-2026";"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Health Informatics (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
6;21101055750;"Radiology: Artificial Intelligence";journal;"26386100";"Radiological Society of North America Inc.";No;No;3,128;Q1;56;102;208;2442;2051;162;10,38;23,94;31,05;2;United States;Northern America;"Radiological Society of North America Inc.";"2019-2026";"Artificial Intelligence (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
7;21100867475;"npj Breast Cancer";journal;"23744677";"Nature Research";Yes;No;2,968;Q1;63;104;375;4432;2431;362;6,84;42,62;52,64;2;United Kingdom;Western Europe;"Nature Research";"2015-2026";"Oncology (Q1); Pharmacology (medical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine"
8;17194;"Investigative Radiology";journal;"00209996, 15360210";"Lippincott Williams and Wilkins";No;No;2,666;Q1;136;97;291;4887;2072;291;7,93;50,38;30,45;0;United States;Northern America;"Lippincott Williams and Wilkins";"1966-2026";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine"
9;16676;"European Journal of Nuclear Medicine and Molecular Imaging";journal;"16197089, 16197070";"";Yes;No;2,392;Q1;200;441;1417;14597;9181;1130;6,26;33,10;37,05;6;Germany;Western Europe;"";"1996-1997, 1999, 2001-2026";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine"
10;21101246232;"Meta-Radiology";journal;"29501628";"KeAi Publishing Communications Ltd.";Yes;No;2,347;Q1;13;30;23;2216;440;20;19,13;73,87;37,89;1;China;Asiatic Region;"KeAi Publishing Communications Ltd.";"2023-2026";"Computer Graphics and Computer-Aided Design (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
