Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;28836;"Nursing Ethics";journal;"09697330, 14770989";"SAGE Publications Ltd";No;No;1,279;Q1;89;93;381;3957;1621;357;3,95;42,55;70,47;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1994-2026";"Issues, Ethics and Legal Aspects (Q1)";"Nursing"
2;23590;"Science and Engineering Ethics";journal;"13533452, 14715546";"Springer Netherlands";No;No;1,194;Q1;90;40;305;2508;1558;283;3,61;62,70;44,83;5;Netherlands;Western Europe;"Springer Netherlands";"1995-2026";"Health Policy (Q1); Health (social science) (Q1); Issues, Ethics and Legal Aspects (Q1); Management of Technology and Innovation (Q1)";"Business, Management and Accounting; Medicine; Nursing; Social Sciences"
3;29254;"Nursing Philosophy";journal;"14667681, 1466769X";"Wiley-Blackwell Publishing Ltd";No;No;0,983;Q1;47;51;118;1696;325;104;2,35;33,25;65,15;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2003-2026";"Issues, Ethics and Legal Aspects (Q1); Medicine (miscellaneous) (Q1); Research and Theory (Q1)";"Medicine; Nursing"
4;28100;"BMC Medical Ethics";journal;"14726939";"BioMed Central Ltd";Yes;No;0,975;Q1;72;107;429;4966;1443;429;3,21;46,41;56,99;13;United Kingdom;Western Europe;"BioMed Central Ltd";"2000-2026";"Health Policy (Q1); Health (social science) (Q1); Issues, Ethics and Legal Aspects (Q1)";"Medicine; Nursing; Social Sciences"
5;21676;"American Journal of Bioethics";journal;"15265161, 15360075";"Taylor and Francis Ltd.";No;No;0,967;Q1;81;389;992;5009;1175;170;1,18;12,88;49,47;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2026";"Health Policy (Q1); Issues, Ethics and Legal Aspects (Q1)";"Medicine; Nursing"
6;15962;"Journal of Medical Ethics";journal;"14734257, 03066800";"BMJ Publishing Group";No;No;0,952;Q1;97;254;833;5829;2103;650;2,44;22,95;42,07;24;United Kingdom;Western Europe;"BMJ Publishing Group";"1975-2026";"Arts and Humanities (miscellaneous) (Q1); Health Policy (Q1); Health (social science) (Q1); Issues, Ethics and Legal Aspects (Q1)";"Arts and Humanities; Medicine; Nursing; Social Sciences"
7;21100415927;"Journal of Nursing Regulation";journal;"21558264, 21558256";"Elsevier Inc.";No;No;0,865;Q1;31;39;117;1479;340;107;3,45;37,92;75,21;0;United States;Northern America;"Elsevier Inc.";"2010-2026";"Issues, Ethics and Legal Aspects (Q1); Nursing (miscellaneous) (Q1)";"Nursing"
8;11800154595;"International Journal of Qualitative Studies on Health and Well-being";journal;"17482631, 17482623";"Taylor and Francis Ltd.";Yes;No;0,768;Q1;54;140;306;7882;750;303;2,03;56,30;79,73;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Fundamentals and Skills (Q1); Issues, Ethics and Legal Aspects (Q1); Gerontology (Q2); Health Policy (Q2)";"Medicine; Nursing"
9;4000148017;"Journal of Bioethical Inquiry";journal;"18724353, 11767529";"Springer";No;No;0,685;-;45;73;257;2975;537;232;1,66;40,75;50,72;4;Singapore;Asiatic Region;"Springer";"2004-2026";"Health Policy (Q2); Health (social science) (Q2)";"Medicine; Social Sciences"
10;16244;"Journal of Law, Medicine and Ethics";journal;"1748720X, 10731105";"SAGE Publications Inc.";No;No;0,669;Q1;73;142;363;7062;616;304;1,32;49,73;60,68;15;United Kingdom;Western Europe;"SAGE Publications Inc.";"1973-2026";"Issues, Ethics and Legal Aspects (Q1); Health Policy (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Nursing"
11;13318;"Hastings Center Report";journal;"1552146X, 00930334";"Wiley-Blackwell";No;No;0,667;Q1;80;69;307;1869;514;159;1,31;27,09;46,85;4;United States;Northern America;"Wiley-Blackwell";"1971-2026";"Issues, Ethics and Legal Aspects (Q1); Philosophy (Q1); Health Policy (Q2); Health (social science) (Q2)";"Arts and Humanities; Medicine; Nursing; Social Sciences"
