Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;12006;"Journal of Vocational Behavior";journal;"10959084, 00018791";"Academic Press Inc.";No;No;2,966;Q1;209;62;267;5579;2748;251;5,31;89,98;54,17;9;United States;Northern America;"Academic Press Inc.";"1971-2026";"Applied Psychology (Q1); Education (Q1); Life-span and Life-course Studies (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
2;13900154713;"Child Development Perspectives";journal;"17508606, 17508592";"Wiley-Blackwell Publishing Ltd";No;No;2,709;Q1;112;21;107;1021;786;107;5,64;48,62;65,31;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2025";"Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1); Pediatrics, Perinatology and Child Health (Q1)";"Medicine; Psychology; Social Sciences"
3;29561;"Journals of Gerontology - Series B Psychological Sciences and Social Sciences";journal;"10795014, 17585368";"Gerontological Society of America";No;No;2,305;Q1;193;213;797;10495;4461;779;5,38;49,27;57,68;24;United States;Northern America;"Gerontological Society of America";"1995-2026";"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Medicine; Nursing; Psychology; Social Sciences"
4;13500;"Developmental Psychology";journal;"19390599, 00121649";"American Psychological Association";No;No;1,631;Q1;265;153;591;10798;2347;585;3,05;70,58;63,78;8;United States;Northern America;"American Psychological Association";"1969-2026";"Demography (Q1); Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1)";"Psychology; Social Sciences"
5;14871;"International Journal of Behavioral Development";journal;"01650254, 14640651";"SAGE Publications Ltd";No;No;1,558;Q1;119;49;175;2844;739;174;3,09;58,04;62,24;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1978-2026";"Developmental and Educational Psychology (Q1); Developmental Neuroscience (Q1); Education (Q1); Life-span and Life-course Studies (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)";"Neuroscience; Psychology; Social Sciences"
6;14031;"Psychology of Men and Masculinity";journal;"1939151X, 15249220";"American Psychological Association";No;No;1,438;Q1;86;35;186;2366;577;185;2,59;67,60;55,00;2;United States;Northern America;"American Psychological Association";"2000-2025";"Applied Psychology (Q1); Gender Studies (Q1); Life-span and Life-course Studies (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
7;29193;"Journal of Aging and Social Policy";journal;"15450821, 08959420";"Routledge";No;No;1,365;Q1;51;47;147;2079;768;135;2,53;44,23;58,70;12;United States;Northern America;"Routledge";"1989-2026";"Demography (Q1); Gerontology (Q1); Life-span and Life-course Studies (Q1)";"Nursing; Social Sciences"
8;29102;"Health and Place";journal;"18732054, 13538292";"Elsevier Ltd";No;No;1,276;Q1;153;170;538;11526;2448;531;4,10;67,80;55,75;24;United Kingdom;Western Europe;"Elsevier Ltd";"1995-2026";"Geography, Planning and Development (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
9;5700155900;"Applied Developmental Science";journal;"1532480X, 10888691";"Psychology Press Ltd";No;No;1,259;Q1;89;24;111;1721;549;99;2,16;71,71;70,41;3;United States;Northern America;"Psychology Press Ltd";"1997-2026";"Applied Psychology (Q1); Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1)";"Psychology; Social Sciences"
10;21100869398;"Work, Aging and Retirement";journal;"20544650";"Oxford University Press";No;No;1,159;Q1;45;29;89;2125;290;79;2,61;73,28;58,54;3;United States;Northern America;"Oxford University Press";"2015-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Geriatrics and Gerontology (Q1); Industrial Relations (Q1); Life-span and Life-course Studies (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Medicine; Social Sciences"
11;29189;"Journal of Aging and Health";journal;"15526887, 08982643";"SAGE Publications Inc.";No;No;1,086;Q1;98;78;353;4454;1052;352;2,40;57,10;59,26;3;United States;Northern America;"SAGE Publications Inc.";"1989-2026";"Community and Home Care (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Sociology and Political Science (Q1)";"Medicine; Nursing; Social Sciences"
12;21100305282;"Emerging Adulthood";journal;"21676984, 21676968";"SAGE Publications Ltd";No;No;1,065;Q1;54;114;246;7063;819;243;2,95;61,96;70,03;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"2013-2026";"Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Life-span and Life-course Studies (Q1)";"Psychology; Social Sciences"
13;21101048248;"Innovation in Aging";journal;"23995300";"Oxford University Press";Yes;No;1,052;Q1;37;120;187;6256;582;178;2,34;52,13;55,41;9;United States;Northern America;"Oxford University Press";"2017-2026";"Health Professions (miscellaneous) (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1)";"Health Professions; Social Sciences"
14;5600155894;"Advances in Life Course Research";journal;"18796974, 15694909";"Elsevier Ltd";No;No;1,033;Q2;54;40;112;2899;348;111;1,88;72,48;67,35;9;United Kingdom;Western Europe;"Elsevier Ltd";"2000-2003, 2005-2026";"Life-span and Life-course Studies (Q2)";"Social Sciences"
15;145502;"Journal of Youth Studies";journal;"14699680, 13676261";"Routledge";No;No;1,022;Q2;83;77;238;4103;712;236;3,03;53,29;61,54;20;United Kingdom;Western Europe;"Routledge";"2003-2026";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Life-span and Life-course Studies (Q2)";"Social Sciences"
16;4700152623;"Applied Research in Quality of Life";journal;"18712584, 18712576";"Springer Netherlands";No;No;0,928;Q2;61;136;367;9555;1315;351;3,18;70,26;46,26;14;Netherlands;Western Europe;"Springer Netherlands";"2006-2026";"Life-span and Life-course Studies (Q2)";"Social Sciences"
