Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;27682;"European Journal of Cardiovascular Nursing";journal;"14745151, 18731953";"Oxford University Press";No;No;1,074;Q1;71;243;438;6697;1439;315;3,23;27,56;59,55;2;United Kingdom;Western Europe;"Oxford University Press";"2002-2025";"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medical and Surgical Nursing (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Nursing"
2;21100322088;"BMJ Supportive and Palliative Care";journal;"2045435X, 20454368";"BMJ Publishing Group";No;No;0,800;Q1;57;241;934;6234;2240;816;2,24;25,87;57,00;3;United Kingdom;Western Europe;"BMJ Publishing Group";"2011-2026";"Medical and Surgical Nursing (Q1); Medicine (miscellaneous) (Q2); Oncology (nursing) (Q2)";"Medicine; Nursing"
3;21101236744;"Journal of Wound Management";journal;"27885771";"European Wound Management Association (EWMA)";No;No;0,603;Q1;3;22;20;770;41;11;2,05;35,00;73,13;0;Denmark;Western Europe;"European Wound Management Association (EWMA)";"2023-2025";"Advanced and Specialized Nursing (Q1); Medical and Surgical Nursing (Q1); Dermatology (Q2); Surgery (Q2)";"Medicine; Nursing"
4;28241;"Journal of Perianesthesia Nursing";journal;"15328473, 10899472";"W.B. Saunders";No;No;0,548;Q1;44;313;547;9482;1065;471;1,95;30,29;64,57;0;United States;Northern America;"W.B. Saunders";"1996-2026";"Medical and Surgical Nursing (Q1)";"Nursing"
5;28222;"Journal of Neuroscience Nursing";journal;"08880395";"Lippincott Williams and Wilkins Ltd.";No;No;0,528;Q1;54;55;168;755;247;136;1,50;13,73;67,02;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1986-2026";"Medical and Surgical Nursing (Q1); Surgery (Q2); Neurology (clinical) (Q3); Endocrine and Autonomic Systems (Q4)";"Medicine; Neuroscience; Nursing"
6;21743;"Journal of Wound, Ostomy and Continence Nursing";journal;"15283976, 10715754";"Lippincott Williams and Wilkins";No;No;0,445;Q1;67;98;272;1322;336;220;1,03;13,49;69,80;0;United States;Northern America;"Lippincott Williams and Wilkins";"1977-1979, 1982-2026";"Medical and Surgical Nursing (Q1); Advanced and Specialized Nursing (Q2)";"Nursing"
7;21101145470;"Wound Practice and Research";journal;"18376304, 22029729";"Cambridge Media";No;No;0,336;Q1;11;26;84;914;88;70;1,37;35,15;66,15;0;Australia;Pacific Region;"Cambridge Media";"2019-2025";"Medical and Surgical Nursing (Q1); Dermatology (Q3); Surgery (Q3)";"Medicine; Nursing"
8;5100155097;"ACTA Paulista de Enfermagem";journal;"19820194, 01032100";"Departamento de Enfermagem/Universidade Federal de Sao Paulo";Yes;No;0,334;Q2;31;112;428;3429;406;419;0,86;30,62;74,33;0;Brazil;Latin America;"Departamento de Enfermagem/Universidade Federal de Sao Paulo";"2006-2025";"Advanced and Specialized Nursing (Q2); Medical and Surgical Nursing (Q2)";"Nursing"
9;28257;"Journal of Vascular Nursing";journal;"15326578, 10620303";"Elsevier Inc.";No;No;0,324;Q2;29;44;135;1175;142;114;0,72;26,70;60,33;1;United States;Northern America;"Elsevier Inc.";"1990-2026";"Medical and Surgical Nursing (Q2)";"Nursing"
10;13153;"Wounds";journal;"19432704, 10447946";"Cliggott Publishing Co.";No;No;0,311;Q2;54;67;276;1676;259;251;0,90;25,01;46,26;0;United States;Northern America;"Cliggott Publishing Co.";"1996-2025";"Medical and Surgical Nursing (Q2); Medicine (miscellaneous) (Q3); Surgery (Q3)";"Medicine; Nursing"
