Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;25754;"Economic Geology";journal;"15540774, 03610128";"Society of Economic Geologists, Inc";No;No;2,146;Q1;157;88;241;8182;1420;238;5,69;92,98;23,99;7;United States;Northern America;"Society of Economic Geologists, Inc";"1905-2025";"Economic Geology (Q1); Geochemistry and Petrology (Q1); Geology (Q1); Geophysics (Q1)";"Earth and Planetary Sciences"
2;25031;"Mineralium Deposita";journal;"00264598, 14321866";"Springer";No;No;2,039;Q1;120;71;234;6614;1335;218;5,45;93,15;24,08;1;Germany;Western Europe;"Springer";"1966-2026";"Economic Geology (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1)";"Earth and Planetary Sciences"
3;27524;"International Journal of Coal Geology";journal;"01665162";"Elsevier B.V.";No;No;1,644;Q1;191;138;423;11421;2813;421;6,00;82,76;29,65;9;Netherlands;Western Europe;"Elsevier B.V.";"1980-2026";"Economic Geology (Q1); Fuel Technology (Q1); Geology (Q1); Stratigraphy (Q1)";"Earth and Planetary Sciences; Energy"
4;21100913557;"Earth Systems and Environment";journal;"25099426, 25099434";"Springer International Publishing AG";No;No;1,516;Q1;49;58;163;3727;1230;162;8,81;64,26;17,67;6;Switzerland;Western Europe;"Springer International Publishing AG";"2017-2026";"Computers in Earth Sciences (Q1); Economic Geology (Q1); Environmental Science (miscellaneous) (Q1); Geology (Q1); Global and Planetary Change (Q1)";"Earth and Planetary Sciences; Environmental Science"
5;24548;"Marine and Petroleum Geology";journal;"02648172, 18734073";"Elsevier Ltd";No;No;1,513;Q1;175;474;1668;41552;9201;1649;4,87;87,66;24,85;13;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"Economic Geology (Q1); Geology (Q1); Geophysics (Q1); Oceanography (Q1); Stratigraphy (Q1)";"Earth and Planetary Sciences"
6;17300154720;"Petroleum Exploration and Development";journal;"20964803, 18763804";"KeAi Communications Co.";Yes;Yes;1,435;Q1;101;118;362;4060;2481;361;7,10;34,41;28,12;0;China;Asiatic Region;"KeAi Communications Co.";"2008-2025";"Economic Geology (Q1); Energy Engineering and Power Technology (Q1); Geochemistry and Petrology (Q1); Geology (Q1); Geotechnical Engineering and Engineering Geology (Q1)";"Earth and Planetary Sciences; Energy"
7;25702;"Ore Geology Reviews";journal;"01691368";"Elsevier B.V.";Yes;No;1,172;Q1;149;550;1569;53320;6366;1552;3,68;96,95;28,15;10;Netherlands;Western Europe;"Elsevier B.V.";"1986-2026";"Economic Geology (Q1); Geochemistry and Petrology (Q1); Geology (Q1)";"Earth and Planetary Sciences"
8;11900154312;"Petroleum Science";journal;"16725107, 19958226";"KeAi Communications Co.";Yes;Yes;1,005;Q1;71;246;360;13251;2074;360;5,29;53,87;29,01;1;China;Asiatic Region;"KeAi Communications Co.";"2008-2026";"Economic Geology (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Geology (Q1); Geophysics (Q1); Geotechnical Engineering and Engineering Geology (Q1); Geochemistry and Petrology (Q2)";"Earth and Planetary Sciences; Energy"
9;21100453600;"Geothermal Energy";journal;"21959706";"Springer Science + Business Media";Yes;No;0,971;Q1;42;31;86;2461;396;85;4,34;79,39;27,82;6;United States;Northern America;"Springer Science + Business Media";"2013-2026";"Economic Geology (Q1); Geotechnical Engineering and Engineering Geology (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Earth and Planetary Sciences; Energy"
10;21100305261;"Extractive Industries and Society";journal;"22147918, 2214790X";"Elsevier Ltd";No;No;0,921;Q1;67;147;498;10026;1902;464;3,51;68,20;38,01;46;United Kingdom;Western Europe;"Elsevier Ltd";"2014-2026";"Development (Q1); Economic Geology (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
11;27804;"Mineral Processing and Extractive Metallurgy Review";journal;"08827508, 15477401";"Taylor and Francis Ltd.";No;No;0,915;Q2;66;80;123;5274;724;121;6,05;65,93;26,34;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983, 1985, 1987-1998, 2000-2026";"Chemistry (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1); Mechanical Engineering (Q1); Economic Geology (Q2)";"Chemistry; Earth and Planetary Sciences; Engineering"
12;23222;"Journal of Geochemical Exploration";journal;"03756742";"Elsevier B.V.";No;No;0,914;Q2;121;145;446;11919;2000;444;4,27;82,20;27,03;7;Netherlands;Western Europe;"Elsevier B.V.";"1972-2026";"Economic Geology (Q2); Geochemistry and Petrology (Q2)";"Earth and Planetary Sciences"
13;25738;"Petroleum Geoscience";journal;"13540793";"Geological Society of London";No;No;0,868;Q2;73;33;98;2397;243;90;2,37;72,64;23,42;2;United Kingdom;Western Europe;"Geological Society of London";"1995-2026";"Earth and Planetary Sciences (miscellaneous) (Q1); Geology (Q1); Economic Geology (Q2); Fuel Technology (Q2); Geochemistry and Petrology (Q2)";"Earth and Planetary Sciences; Energy"
14;21100890597;"Geomechanics and Geophysics for Geo-Energy and Geo-Resources";journal;"23638427, 23638419";"Springer International Publishing AG";Yes;No;0,867;Q2;47;209;204;11065;964;201;4,88;52,94;23,38;3;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2026";"Geophysics (Q1); Economic Geology (Q2); Energy (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2)";"Earth and Planetary Sciences; Energy"
15;21100913307;"Journal of Mining Institute";journal;"25419404, 24113336";"Saint-Petersburg Mining University";Yes;Yes;0,782;Q2;37;98;270;3734;930;270;3,45;38,10;28,10;0;Russian Federation;Eastern Europe;"Saint-Petersburg Mining University";"2017-2025";"Geology (Q1); Economic Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2)";"Earth and Planetary Sciences"
16;21101044710;"China Geology";journal;"20965192, 25899430";"KeAi Communications Co.";Yes;Yes;0,728;Q2;35;69;205;3796;653;181;3,90;55,01;31,92;2;China;Asiatic Region;"KeAi Communications Co.";"2018-2025";"Paleontology (Q1); Computers in Earth Sciences (Q2); Earth-Surface Processes (Q2); Economic Geology (Q2); Geochemistry and Petrology (Q2); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Oceanography (Q2)";"Earth and Planetary Sciences"
