Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;16036;"Administrative Science Quarterly";journal;"00018392, 19303815";"SAGE Publications Ltd";No;No;16,555;Q1;228;31;90;3489;1229;85;11,46;112,55;35,09;8;United States;Northern America;"SAGE Publications Ltd";"1975-1987, 1989-1990, 1993-1994, 1996-2026";"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
2;15557;"American Political Science Review";journal;"15375943, 00030554";"Cambridge University Press";No;No;7,734;Q1;228;105;266;7432;2002;256;6,32;70,78;31,79;0;United Kingdom;Western Europe;"Cambridge University Press";"1906-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
3;16929;"American Sociological Review";journal;"00031224, 19398271";"American Sociological Association";No;No;7,412;Q1;252;38;126;3843;1540;119;7,55;101,13;38,81;10;United States;Northern America;"American Sociological Association";"1965-2026";"Sociology and Political Science (Q1)";"Social Sciences"
4;144974;"Journal of Service Research";journal;"10946705, 15527379";"SAGE Publications Inc.";No;No;4,981;Q1;165;39;95;3172;1365;85;14,67;81,33;46,22;2;United States;Northern America;"SAGE Publications Inc.";"1998-2026";"Information Systems (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
5;15555;"American Journal of Political Science";journal;"00925853, 15405907";"Wiley-Blackwell Publishing Ltd";No;No;4,963;Q1;229;62;182;3336;1080;182;4,98;53,81;29,84;30;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1982, 1986, 1996-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
6;145558;"Political Analysis";journal;"10471987, 14764989";"Cambridge University Press";No;No;4,815;Q1;96;39;106;1369;741;105;5,23;35,10;13,95;16;United Kingdom;Western Europe;"Cambridge University Press";"1989-1993, 2000, 2002-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
7;39139;"International Organization";journal;"15315088, 00208183";"Cambridge University Press";No;No;4,798;Q1;180;33;110;2627;895;109;8,30;79,61;38,46;0;United Kingdom;Western Europe;"Cambridge University Press";"1947-2026";"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
8;21149;"Leadership Quarterly";journal;"10489843";"Elsevier Inc.";No;No;4,331;Q1;214;46;141;5727;1316;134;6,62;124,50;38,51;6;United States;Northern America;"Elsevier Inc.";"1990-2026";"Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
9;16232;"British Journal of Political Science";journal;"00071234, 14692112";"Cambridge University Press";Yes;No;3,893;Q1;128;119;252;6880;1260;233;4,76;57,82;29,22;0;United Kingdom;Western Europe;"Cambridge University Press";"1971-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
10;30020;"Journal of Organizational Behavior";journal;"10991379, 08943796";"John Wiley and Sons Ltd";No;No;3,804;Q1;242;81;194;9059;1839;184;6,13;111,84;49,26;12;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1981-1982, 1984-2026";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
11;30039;"Journal of Personality and Social Psychology";journal;"00223514, 19391315";"American Psychological Association";No;No;3,799;Q1;468;163;392;19005;3084;391;7,44;116,60;45,80;25;United States;Northern America;"American Psychological Association";"1965-2026";"Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
12;13447;"Comparative Political Studies";journal;"15523829, 00104140";"SAGE Publications Inc.";No;No;3,766;Q1;142;73;216;5713;1101;216;4,91;78,26;37,50;39;United States;Northern America;"SAGE Publications Inc.";"1968-2026";"Sociology and Political Science (Q1)";"Social Sciences"
13;18437;"European Journal of Political Research";journal;"03044130, 14756765";"Wiley-Blackwell Publishing Ltd";No;No;3,590;Q1;133;60;152;3340;966;152;6,45;55,67;36,15;27;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2025";"Sociology and Political Science (Q1)";"Social Sciences"
14;22832;"Political Behavior";journal;"01909320, 15736687";"Springer New York";No;No;3,456;Q1;103;80;183;4622;961;181;4,43;57,78;34,12;28;United States;Northern America;"Springer New York";"1979-2026";"Sociology and Political Science (Q1)";"Social Sciences"
15;15823;"Journal of Public Administration Research and Theory";journal;"14779803, 10531858";"Oxford University Press";No;No;3,337;Q1;157;44;127;3664;655;126;4,19;83,27;39,81;14;United Kingdom;Western Europe;"Oxford University Press";"1991-2025";"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
16;17167;"Public Administration Review";journal;"00333352, 15406210";"Wiley-Blackwell";No;No;3,311;Q1;196;106;328;6406;2153;270;7,24;60,43;44,50;30;United Kingdom;Western Europe;"Wiley-Blackwell";"1978-1983, 1985, 1988, 1996-2026";"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
17;22838;"Political Communication";journal;"10584609, 10917675";"Taylor and Francis Ltd.";No;No;3,061;Q1;119;42;129;2516;930;111;8,44;59,90;39,20;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2026";"Communication (Q1); Sociology and Political Science (Q1)";"Social Sciences"
18;20333;"Journal of Politics";journal;"14682508, 00223816";"University of Chicago Press";No;No;3,048;Q1;167;178;415;8984;1506;412;3,02;50,47;26,77;66;United Kingdom;Western Europe;"University of Chicago Press";"1939-2026";"Sociology and Political Science (Q1)";"Social Sciences"
