Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21100356804;"The Lancet Psychiatry";journal;"22150374, 22150366";"Elsevier Ltd";No;No;7,458;Q1;176;239;765;4838;5844;280;7,26;20,24;51,01;0;United Kingdom;Western Europe;"Elsevier Ltd";"2014-2026";"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
2;14308;"Biological Psychiatry";journal;"00063223, 18732402";"Elsevier Inc.";No;No;4,684;Q1;380;279;869;14682;5298;523;5,52;52,62;44,11;6;United States;Northern America;"Elsevier Inc.";"1969-2026";"Biological Psychiatry (Q1)";"Neuroscience"
3;21101272994;"Nature Mental Health";journal;"27316076";"Springer Nature";No;No;2,613;Q1;26;179;163;10183;613;76;3,76;56,89;45,55;10;United Kingdom;Western Europe;"Springer Nature";"2023-2026";"Biological Psychiatry (Q1); Molecular Medicine (Q1); Neuroscience (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
4;19900191866;"Translational Psychiatry";journal;"21583188";"Springer Nature";Yes;No;2,453;Q1;150;491;1518;35507;9935;1503;5,96;72,32;45,14;7;United Kingdom;Western Europe;"Springer Nature";"2011-2026";"Biological Psychiatry (Q1); Cellular and Molecular Neuroscience (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
5;21100445639;"Biological Psychiatry: Cognitive Neuroscience and Neuroimaging";journal;"24519030, 24519022";"Elsevier Inc.";No;No;2,124;Q1;71;152;458;8071;2004;338;3,46;53,10;45,25;1;United States;Northern America;"Elsevier Inc.";"2016-2026";"Biological Psychiatry (Q1); Cognitive Neuroscience (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Medicine; Neuroscience"
6;15370;"Journal of Abnormal Psychology";journal;"0021843X";"American Psychological Association";No;No;2,044;Q1;233;0;78;0;399;77;0,00;0,00;0,00;0;United States;Northern America;"American Psychological Association";"1946, 1949, 1953-1955, 1957-1958, 1965-2021, 2025";"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience; Psychology"
7;15576;"European Neuropsychopharmacology";journal;"0924977X, 18737862";"Elsevier B.V.";No;No;1,934;Q1;139;150;433;5777;1872;289;4,75;38,51;49,55;8;Netherlands;Western Europe;"Elsevier B.V.";"1990-2026";"Biological Psychiatry (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
8;21101098750;"Brain Communications";journal;"26321297";"Oxford University Press";Yes;No;1,860;Q1;52;450;969;27104;4212;884;4,12;60,23;44,15;3;United Kingdom;Western Europe;"Oxford University Press";"2019-2026";"Biological Psychiatry (Q1); Cellular and Molecular Neuroscience (Q1); Neurology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
9;21767;"Progress in Neuro-Psychopharmacology and Biological Psychiatry";journal;"18784216, 02785846";"Elsevier Inc.";No;No;1,768;Q1;165;239;641;19580;3646;634;4,46;81,92;48,99;5;United States;Northern America;"Elsevier Inc.";"1982-2026";"Biological Psychiatry (Q1); Pharmacology (Q1)";"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
10;18729;"Psychiatry Research";journal;"01651781, 18727123";"Elsevier Ireland Ltd";No;No;1,606;Q1;198;545;1710;29250;7392;1563;3,72;53,67;48,06;36;Ireland;Western Europe;"Elsevier Ireland Ltd";"1979-2026";"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
11;15546;"European Archives of Psychiatry and Clinical Neuroscience";journal;"14338491, 09401334";"Springer Science and Business Media Deutschland GmbH";No;No;1,590;Q1;119;180;467;10608;1943;415;4,27;58,93;47,57;6;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1990-2026";"Biological Psychiatry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
12;15440;"Dialogues in Clinical Neuroscience";journal;"19585969, 12948322";"Taylor and Francis Ltd.";Yes;No;1,551;Q1;131;9;21;559;140;20;6,64;62,11;52,94;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2026";"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
13;16812;"Journal of Psychiatric Research";journal;"18791379, 00223956";"Elsevier Ltd";No;No;1,487;Q1;180;605;1829;32851;7322;1797;3,46;54,30;47,42;24;United Kingdom;Western Europe;"Elsevier Ltd";"1961-1979, 1981-1982, 1984-2026";"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
14;21100854140;"Schizophrenia";journal;"2334265X";"Nature Publishing Group";Yes;No;1,483;Q1;49;117;263;6960;1119;255;3,90;59,49;45,41;1;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2026";"Biological Psychiatry (Q1); Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience; Psychology"
15;21100977385;"Chronic Stress";journal;"24705470";"SAGE Publications Inc.";Yes;No;1,472;Q2;34;15;74;792;359;67;4,89;52,80;64,29;1;United States;Northern America;"SAGE Publications Inc.";"2017-2026";"Behavioral Neuroscience (Q1); Clinical Psychology (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience; Psychology"
16;18745;"Psychoneuroendocrinology";journal;"03064530, 18733360";"Elsevier Ltd";No;No;1,454;Q2;218;209;734;12169;2833;710;3,71;58,22;58,59;1;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Endocrine and Autonomic Systems (Q1); Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
17;4400151511;"Behavioral and Brain Functions";journal;"17449081";"BioMed Central Ltd";Yes;No;1,360;Q2;79;34;51;2405;233;51;3,28;70,74;51,61;0;United Kingdom;Western Europe;"BioMed Central Ltd";"2005-2026";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Medicine (miscellaneous) (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
18;16816;"Journal of Psychiatry and Neuroscience";journal;"14882434, 11804882";"Canadian Medical Association";Yes;No;1,326;Q2;120;42;181;2802;564;144;2,40;66,71;48,95;0;Canada;Northern America;"Canadian Medical Association";"1991-2026";"Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
19;21100884825;"International Journal of Bipolar Disorders";journal;"21947511";"Springer Science and Business Media Deutschland GmbH";Yes;No;1,325;Q2;42;42;113;2431;379;107;3,30;57,88;42,94;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2013-2026";"Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
20;14313;"Bipolar Disorders";journal;"13995618, 13985647";"Blackwell Munksgaard";No;No;1,312;Q2;150;115;336;3170;800;197;2,30;27,57;46,40;0;Denmark;Western Europe;"Blackwell Munksgaard";"1999-2026";"Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
21;94948;"World Journal of Biological Psychiatry";journal;"18141412, 15622975";"Taylor and Francis Ltd.";No;No;1,292;Q2;95;46;197;3294;764;193;4,23;71,61;36,25;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2026";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
22;18747;"Psychophysiology";journal;"00485772, 14698986";"John Wiley and Sons Inc";No;No;1,265;Q2;191;258;668;20116;2294;665;3,08;77,97;48,66;0;United States;Northern America;"John Wiley and Sons Inc";"1964-2026";"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neuropsychology and Physiological Psychology (Q1); Neuroscience (miscellaneous) (Q1); Physiology (Q1); Physiology (medical) (Q1); Biological Psychiatry (Q2); Endocrine and Autonomic Systems (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Psychology"
23;21100854907;"Borderline Personality Disorder and Emotion Dysregulation";journal;"20516673";"BioMed Central Ltd";Yes;No;1,257;Q2;40;31;100;1809;391;98;2,70;58,35;60,22;0;United Kingdom;Western Europe;"BioMed Central Ltd";"2014-2026";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience; Psychology"
24;21101170038;"Journal of Psychopathology and Clinical Science";journal;"2769755X, 27697541";"American Psychological Association";No;No;1,236;Q2;16;79;70;4990;224;70;3,20;63,16;46,81;2;United States;Northern America;"American Psychological Association";"2022-2025";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience; Psychology"
25;19355;"Schizophrenia Research";journal;"09209964, 15732509";"Elsevier B.V.";No;No;1,213;Q2;211;506;1092;28667;2894;803;2,58;56,65;47,34;10;Netherlands;Western Europe;"Elsevier B.V.";"1988-2026";"Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
26;15300154855;"Journal of Neural Transmission";journal;"03009564, 14351463";"Springer";No;No;1,107;Q2;138;130;418;9271;1569;402;4,17;71,32;48,50;0;Austria;Western Europe;"Springer";"1972-2026";"Neurology (Q1); Neurology (clinical) (Q1); Biological Psychiatry (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Neuroscience"
27;17500155156;"Early Intervention in Psychiatry";journal;"17517885, 17517893";"Wiley-Blackwell Publishing Ltd";No;No;1,079;Q2;65;122;476;4920;1210;473;2,44;40,33;58,85;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2026";"Biological Psychiatry (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Neuroscience"
