Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21100394875;"Cell Systems";journal;"24054720, 24054712";"Cell Press";No;No;4,872;Q1;107;94;312;6114;2277;267;6,89;65,04;33,21;1;United States;Northern America;"Cell Press";"2015-2026";"Cell Biology (Q1); Histology (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2;17552;"Acta Neuropathologica";journal;"00016322, 14320533";"Springer Science and Business Media Deutschland GmbH";No;No;4,720;Q1;241;121;409;5586;3927;329;8,33;46,17;40,53;4;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1961-2026";"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Neuroscience"
3;19684;"Criminology";journal;"17459125, 00111384";"Wiley-Blackwell";No;No;2,739;Q1;174;34;78;3173;467;77;5,13;93,32;42,31;6;United States;Northern America;"Wiley-Blackwell";"1963-2026";"Law (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Social Sciences"
4;21100367530;"Acta Neuropathologica Communications";journal;"20515960";"BioMed Central Ltd";Yes;No;2,580;Q1;108;199;593;12385;3746;572;5,92;62,24;42,71;4;United Kingdom;Western Europe;"BioMed Central Ltd";"2013-2026";"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Neuroscience"
5;26031;"Endocrine Pathology";journal;"15590097, 10463976";"Springer";No;No;2,566;Q1;65;49;137;2242;1137;126;10,65;45,76;44,79;0;United States;Northern America;"Springer";"1990-2026";"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
6;15991;"Journal of Pathology";journal;"10969896, 00223417";"John Wiley and Sons Ltd";No;No;2,426;Q1;220;137;417;7532;2748;382;5,59;54,98;40,23;4;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1969-2026";"Pathology and Forensic Medicine (Q1)";"Medicine"
7;19082;"Modern Pathology";journal;"15300285, 08933952";"Elsevier B.V.";No;No;2,328;Q1;194;228;798;9204;4914;744;5,66;40,37;42,34;3;Netherlands;Western Europe;"Elsevier B.V.";"1988-2026";"Pathology and Forensic Medicine (Q1)";"Medicine"
8;14344;"Brain Pathology";journal;"10156305, 17503639";"Wiley-Blackwell";Yes;No;1,937;Q1;159;78;276;3809;1495;223;5,07;48,83;38,06;2;United States;Northern America;"Wiley-Blackwell";"1990-2026";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Neuroscience"
9;21100349562;"Aging and Disease";journal;"21525250";"International Society on Aging and Disease";Yes;No;1,922;Q1;99;129;411;12189;3006;394;6,61;94,49;44,72;0;United States;Northern America;"International Society on Aging and Disease";"2010-2026";"Cell Biology (Q1); Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10;27085;"American Journal of Surgical Pathology";journal;"15320979, 01475185";"Wolters Kluwer Health";No;No;1,723;Q1;254;159;599;5111;3027;547;4,34;32,14;42,28;0;United Kingdom;Western Europe;"Wolters Kluwer Health";"1977-2026";"Anatomy (Q1); Pathology and Forensic Medicine (Q1); Surgery (Q1)";"Medicine"
11;27062;"American Journal of Pathology";journal;"00029440, 15252191";"Elsevier Inc.";No;No;1,647;Q1;319;180;547;9670;2689;501;4,39;53,72;39,01;0;United States;Northern America;"Elsevier Inc.";"1946-2026";"Pathology and Forensic Medicine (Q1)";"Medicine"
12;26906;"Advances in Anatomic Pathology";journal;"10724109, 15334031";"Lippincott Williams and Wilkins";No;No;1,600;Q1;97;50;115;3466;716;105;5,21;69,32;36,36;0;United States;Northern America;"Lippincott Williams and Wilkins";"1995-2026";"Anatomy (Q1); Pathology and Forensic Medicine (Q1)";"Medicine"
13;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";"Wiley-Blackwell Publishing Ltd";No;No;1,591;Q1;115;79;242;3599;1004;218;3,95;45,56;46,63;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1975-2026";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)";"Medicine; Neuroscience"
14;18531;"European Journal of Cell Biology";journal;"16181298, 01719335";"Elsevier GmbH";Yes;No;1,590;Q1;114;83;137;8082;792;134;4,31;97,37;48,56;0;Germany;Western Europe;"Elsevier GmbH";"1979-2026";"Cell Biology (Q1); Histology (Q1); Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
15;21100854147;"Journal of Pathology: Clinical Research";journal;"20564538";"Wiley-Blackwell Publishing Ltd";Yes;No;1,436;Q1;42;40;129;1693;493;129;3,74;42,33;43,74;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2015-2026";"Pathology and Forensic Medicine (Q1)";"Medicine"
16;19400158590;"Journal of Neurodevelopmental Disorders";journal;"18661947, 18661955";"BioMed Central Ltd";Yes;No;1,422;Q1;69;42;160;2547;728;158;3,93;60,64;56,77;1;United Kingdom;Western Europe;"BioMed Central Ltd";"2009-2026";"Cognitive Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Pediatrics, Perinatology and Child Health (Q1)";"Medicine; Neuroscience"
17;29820;"Histopathology";journal;"13652559, 03090167";"Wiley-Blackwell Publishing Ltd";No;No;1,392;Q1;151;211;661;7765;3389;541;3,66;36,80;44,38;7;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1977-2026";"Histology (Q1); Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)";"Medicine"
18;20377;"Journal of Quantitative Criminology";journal;"07484518, 15737799";"Springer New York";No;No;1,367;Q1;105;32;116;2367;464;113;3,81;73,97;33,67;10;United States;Northern America;"Springer New York";"1985-2026";"Law (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Social Sciences"
19;5700191205;"Forensic Science International: Genetics";journal;"18724973, 18780326";"Elsevier Ireland Ltd";No;No;1,336;Q1;107;103;436;5009;1741;404;3,96;48,63;51,28;2;Ireland;Western Europe;"Elsevier Ireland Ltd";"2007-2026";"Genetics (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
20;18517;"Cytometry Part A";journal;"15524922, 15524930";"John Wiley and Sons Inc";No;No;1,331;Q1;114;105;384;3585;1163;295;2,42;34,14;37,98;1;United States;Northern America;"John Wiley and Sons Inc";"2003-2026";"Histology (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
21;15983;"Journal of Molecular Diagnostics";journal;"15251578, 19437811";"Elsevier B.V.";No;No;1,265;Q1;119;85;419;2875;1554;405;3,34;33,82;44,17;2;Netherlands;Western Europe;"Elsevier B.V.";"1999-2026";"Molecular Medicine (Q1); Pathology and Forensic Medicine (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
22;20388;"Justice Quarterly";journal;"17459109, 07418825";"Taylor and Francis Ltd.";No;No;1,248;Q1;115;43;186;3197;580;180;2,48;74,35;40,74;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1984-2026";"Law (Q1); Pathology and Forensic Medicine (Q1)";"Medicine; Social Sciences"
23;27242;"Laboratory Investigation";journal;"15300307, 00236837";"Elsevier B.V.";No;No;1,243;Q1;176;135;488;5916;2022;475;3,91;43,82;40,37;1;Netherlands;Western Europe;"Elsevier B.V.";"1952-2026";"Pathology and Forensic Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
24;36099;"Archives of Pathology and Laboratory Medicine";journal;"15432165, 00039985";"College of American Pathologists";No;No;1,126;Q1;149;170;574;6497;1973;483;3,18;38,22;44,13;0;United States;Northern America;"College of American Pathologists";"1973-2026";"Medical Laboratory Technology (Q1); Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)";"Health Professions; Medicine"
25;14522;"Virchows Archiv";journal;"09456317, 14322307";"Springer Science and Business Media Deutschland GmbH";No;No;1,092;Q1;119;190;681;6438;2264;626;3,24;33,88;44,53;6;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1947-1948, 1950, 1952-1954, 1956, 1958, 1994-2026";"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
26;21342;"Pathobiology";journal;"14230291, 10152008";"S. Karger AG";No;No;1,088;Q1;67;54;124;2144;480;115;4,26;39,70;39,61;0;Switzerland;Western Europe;"S. Karger AG";"1938-2026";"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
27;22810;"British Journal of Criminology";journal;"00070955, 14643529";"Oxford University Press";No;No;1,045;Q1;127;87;252;5819;852;250;3,38;66,89;48,00;23;United Kingdom;Western Europe;"Oxford University Press";"1960-2026";"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Pathology and Forensic Medicine (Q1); Social Psychology (Q1)";"Arts and Humanities; Medicine; Psychology; Social Sciences"
28;16761;"Journal of Neuropathology and Experimental Neurology";journal;"15546578, 00223069";"Oxford University Press";No;No;1,026;Q1;187;116;378;4049;883;288;2,21;34,91;45,32;2;United Kingdom;Western Europe;"Oxford University Press";"1942-2026";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2); Neurology (Q2)";"Medicine; Neuroscience"
