Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21101041612;"The Lancet Healthy Longevity";journal;"26667568";"Elsevier Ltd";Yes;No;4,324;Q1;60;142;334;2860;1927;141;5,54;20,14;44,11;0;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2026";"Family Practice (Q1); Geriatrics and Gerontology (Q1); Health (social science) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Social Sciences"
2;23845;"Journal of Cardiovascular Magnetic Resonance";journal;"1532429X, 10976647";"Elsevier B.V.";Yes;No;2,242;Q1;124;81;293;3307;1645;293;4,15;40,83;32,48;5;United Kingdom;Western Europe;"Elsevier B.V.";"1999-2026";"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Health Professions; Medicine"
3;21100455625;"Family Medicine and Community Health";journal;"20098774, 23056983";"BMJ Publishing Group";Yes;Yes;1,505;Q1;25;31;122;1151;625;110;2,25;37,13;55,41;2;Ireland;Western Europe;"BMJ Publishing Group";"2013-2026";"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine"
4;28679;"British Journal of General Practice";journal;"14785242, 09601643";"Royal College of General Practitioners";No;No;1,092;Q1;130;366;1234;5560;1934;617;1,71;15,19;53,93;0;United Kingdom;Western Europe;"Royal College of General Practitioners";"1990-2026";"Family Practice (Q1); Medicine (miscellaneous) (Q1)";"Medicine"
5;21101071785;"BMC Primary Care";journal;"27314553";"BioMed Central Ltd";Yes;No;1,021;Q1;101;288;862;12735;2568;862;2,63;44,22;58,89;24;United Kingdom;Western Europe;"BioMed Central Ltd";"2022-2026";"Family Practice (Q1); Medicine (miscellaneous) (Q1)";"Medicine"
6;21100324439;"npj Primary Care Respiratory Medicine";journal;"20551010";"Nature Research";Yes;No;0,985;Q1;69;37;158;1590;490;147;2,99;42,97;42,51;6;United Kingdom;Western Europe;"Nature Research";"2014-2026";"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1); Pulmonary and Respiratory Medicine (Q1)";"Medicine"
7;21100970310;"BJGP Open";journal;"23983795";"Royal College of General Practitioners";Yes;No;0,982;Q1;32;92;336;2956;886;332;2,13;32,13;59,61;0;United Kingdom;Western Europe;"Royal College of General Practitioners";"2017-2025";"Family Practice (Q1)";"Medicine"
8;27901;"Family Practice";journal;"02632136, 14602229";"Oxford University Press";Yes;No;0,917;Q1;120;113;441;3554;1025;388;2,31;31,45;53,20;15;United Kingdom;Western Europe;"Oxford University Press";"1984-2026";"Family Practice (Q1)";"Medicine"
9;27479;"Annals of Family Medicine";journal;"15441717, 15441709";"Annals of Family Medicine, Inc";Yes;No;0,897;Q1;144;158;524;2952;970;428;1,67;18,68;60,09;10;United States;Northern America;"Annals of Family Medicine, Inc";"2003-2026";"Family Practice (Q1)";"Medicine"
10;13214;"European Journal of General Practice";journal;"13814788, 17511402";"Taylor and Francis Ltd.";Yes;No;0,894;Q1;46;51;113;1386;372;98;2,37;27,18;61,46;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Family Practice (Q1); Medicine (miscellaneous) (Q1)";"Medicine"
11;4700151503;"Journal of the American Board of Family Medicine";journal;"15572625, 15587118";"American Board of Family Medicine";Yes;No;0,863;Q1;101;112;554;2869;1064;481;1,92;25,62;59,64;0;United States;Northern America;"American Board of Family Medicine";"2002, 2006-2025";"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q2)";"Medicine"
12;5600152801;"Primary Care Diabetes";journal;"18780210, 17519918";"Elsevier Ltd";No;No;0,794;Q1;55;109;408;3639;1156;384;2,79;33,39;50,49;2;United Kingdom;Western Europe;"Elsevier Ltd";"2007-2026";"Family Practice (Q1); Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2); Nutrition and Dietetics (Q2)";"Medicine; Nursing"
13;21100845200;"International Journal of Community Based Nursing and Midwifery";journal;"23224835, 23222476";"Shriaz University of Medical Sciences";Yes;No;0,655;Q1;31;31;101;883;217;84;1,66;28,48;65,85;0;Iran;Middle East;"Shriaz University of Medical Sciences";"2015-2026";"Community and Home Care (Q1); Family Practice (Q1); Maternity and Midwifery (Q1); Health (social science) (Q2)";"Medicine; Nursing; Social Sciences"
14;21101140507;"Frontiers in Reproductive Health";journal;"26733153";"Frontiers Media SA";Yes;No;0,627;Q1;25;143;241;6536;504;226;2,07;45,71;58,16;10;Switzerland;Western Europe;"Frontiers Media SA";"2020-2026";"Family Practice (Q1); Obstetrics and Gynecology (Q2); Reproductive Medicine (Q2); Epidemiology (Q3)";"Medicine"
15;3900148620;"Journal of Family Nursing";journal;"10748407, 1552549X";"SAGE Publications Inc.";No;No;0,611;Q2;56;32;90;1753;239;81;2,43;54,78;88,28;1;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Community and Home Care (Q1); Family Practice (Q2)";"Medicine; Nursing"
16;20000195010;"Korean Journal of Family Medicine";journal;"20926715, 20056443";"Korean Journal of Family Medicine";Yes;Yes;0,602;Q2;36;54;201;1409;461;189;1,41;26,09;45,68;1;South Korea;Asiatic Region;"Korean Journal of Family Medicine";"2009-2026";"Family Practice (Q2)";"Medicine"
17;27043;"American Family Physician";journal;"0002838X, 15320650";"American Academy of Family Physicians";No;No;0,546;Q2;172;420;1051;4761;1665;687;1,17;11,34;52,45;1;United States;Northern America;"American Academy of Family Physicians";"1970-2026";"Family Practice (Q2); Medicine (miscellaneous) (Q2)";"Medicine"
18;21100928676;"Journal of Family and Community Medicine";journal;"2229340X, 22308229";"Wolters Kluwer Medknow Publications";Yes;No;0,537;Q2;46;41;94;1292;205;85;1,44;31,51;51,10;0;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"1996-2026";"Family Practice (Q2); Public Health, Environmental and Occupational Health (Q2)";"Medicine"
19;13298;"Family Medicine";journal;"07423225, 19383800";"Society of Teachers of Family Medicine";Yes;No;0,509;Q2;79;158;514;2265;476;346;0,83;14,34;63,23;0;United States;Northern America;"Society of Teachers of Family Medicine";"1985-2026";"Family Practice (Q2)";"Medicine"
20;13051;"Education for Primary Care";journal;"14739879, 1475990X";"Taylor and Francis Ltd.";No;No;0,483;Q2;27;54;248;1079;193;173;0,73;19,98;57,94;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2026";"Family Practice (Q2); Public Health, Environmental and Occupational Health (Q3)";"Medicine"
21;19616;"Australian Journal of Rural Health";journal;"14401584, 10385282";"Wiley-Blackwell Publishing Ltd";No;No;0,480;Q2;63;135;321;3765;505;251;1,62;27,89;58,25;18;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2026";"Family Practice (Q2); Public Health, Environmental and Occupational Health (Q3)";"Medicine"
22;21100203104;"African Journal of Primary Health Care and Family Medicine";journal;"20712936, 20712928";"AOSIS (Pty) Ltd";Yes;No;0,470;Q2;39;121;351;4051;580;348;1,35;33,48;54,30;1;South Africa;Africa;"AOSIS (Pty) Ltd";"2009-2026";"Family Practice (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)";"Medicine"
23;21100933828;"Australian Journal of General Practice";journal;"2208794X, 22087958";"Royal Australian College of General Practitioners";No;No;0,455;Q2;61;159;558;3265;786;539;1,09;20,53;54,86;0;Australia;Pacific Region;"Royal Australian College of General Practitioners";"2018-2026";"Family Practice (Q2)";"Medicine"
24;21100407145;"Investigacion y Educacion en Enfermeria";journal;"22160280, 01205307";"Facultad de Enfermeria de la Universidad de Antioquia";Yes;Yes;0,433;Q2;26;48;136;1401;222;128;1,37;29,19;74,77;1;Colombia;Latin America;"Facultad de Enfermeria de la Universidad de Antioquia";"2012-2025";"Community and Home Care (Q2); Family Practice (Q2); Health (social science) (Q2); Maternity and Midwifery (Q2); Nursing (miscellaneous) (Q2); Geriatrics and Gerontology (Q3)";"Medicine; Nursing; Social Sciences"
25;28018;"Atencion Primaria";journal;"02126567, 15781275";"Elsevier Espana S.L.U";Yes;No;0,406;Q2;47;113;557;1829;648;365;1,06;16,19;58,79;7;Spain;Western Europe;"Elsevier Espana S.L.U";"1989-2026";"Family Practice (Q2); Medicine (miscellaneous) (Q3)";"Medicine"
26;21101027206;"Journal of General and Family Medicine";journal;"21897948, 21896577";"John Wiley and Sons Inc";Yes;No;0,386;Q2;22;75;272;1325;278;166;1,01;17,67;27,92;2;United States;Northern America;"John Wiley and Sons Inc";"2015-2026";"Family Practice (Q2); Geriatrics and Gerontology (Q3); Internal Medicine (Q3)";"Medicine"
27;110256;"Canadian Family Physician";journal;"0008350X, 17155258";"College of Family Physicians of Canada";Yes;No;0,384;Q2;93;254;958;4301;662;437;0,54;16,93;56,88;10;Canada;Northern America;"College of Family Physicians of Canada";"1977-1983, 1985, 1987-2026";"Family Practice (Q2); Medicine (miscellaneous) (Q3)";"Medicine"
