Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;21101118502;"Advanced Powder Materials";journal;"2772834X";"KeAi Communications Co.";Yes;No;6,197;Q1;54;42;42;2751;1216;40;28,95;65,50;33,22;1;China;Asiatic Region;"KeAi Communications Co.";"2022-2026";"Catalysis (Q1); Ceramics and Composites (Q1); Energy (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Chemical Engineering; Energy; Materials Science"
2;21119;"International Materials Reviews";journal;"09506608, 17432804";"SAGE Publications Inc.";No;No;3,233;Q1;147;35;59;9342;1151;59;20,14;266,91;29,69;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"1987-2026";"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
3;21100461936;"Journal of Magnesium and Alloys";journal;"22139567";"KeAi Communications Co.";Yes;No;2,930;Q1;109;302;501;23792;7571;496;14,92;78,78;29,79;0;China;Asiatic Region;"KeAi Communications Co.";"2013-2026";"Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
4;28583;"Acta Materialia";journal;"13596454";"Acta Materialia Inc";No;No;2,916;Q1;405;747;2359;46717;22389;2359;8,55;62,54;24,30;6;United Kingdom;Western Europe;"Acta Materialia Inc";"1996-2026";"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)";"Materials Science"
5;21100773739;"Materials Research Letters";journal;"21663831";"Taylor and Francis Ltd.";Yes;No;2,438;-;88;110;200;5758;1667;200;8,83;52,35;27,03;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2026";"Materials Science (miscellaneous) (Q1)";"Materials Science"
6;12286;"Surface Science Reports";journal;"01675729, 1879274X";"Elsevier B.V.";No;No;2,391;Q1;134;5;19;1402;181;19;8,15;280,40;18,75;0;Netherlands;Western Europe;"Elsevier B.V.";"1981-2026";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
7;12330;"Journal of Materials Science and Technology";journal;"10050302";"Chinese Society of Metals";No;No;2,309;Q1;167;803;2400;54802;27250;2335;11,58;68,25;32,54;5;China;Asiatic Region;"Chinese Society of Metals";"1993-2026";"Ceramics and Composites (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)";"Engineering; Materials Science"
8;21101146418;"Light: Advanced Manufacturing";journal;"26899620, 28314093";"Light Publishing Group";Yes;Yes;2,288;Q1;37;41;88;2974;777;82;9,14;72,54;33,47;0;China;Asiatic Region;"Light Publishing Group";"2020-2025";"Industrial and Manufacturing Engineering (Q1); Instrumentation (Q1); Materials Science (miscellaneous) (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science; Physics and Astronomy"
9;28379;"Scripta Materialia";journal;"13596462";"Acta Materialia Inc";No;No;1,738;Q1;253;514;1730;18548;10436;1715;5,65;36,09;26,21;1;United Kingdom;Western Europe;"Acta Materialia Inc";"1996-2026";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Nanoscience and Nanotechnology (Q1)";"Engineering; Materials Science; Physics and Astronomy"
10;21100823470;"Journal of Materiomics";journal;"23528478, 23528486";"Chinese Ceramic Society";Yes;No;1,654;Q1;80;120;357;7948;2967;354;8,23;66,23;32,88;0;China;Asiatic Region;"Chinese Ceramic Society";"2015-2026";"Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Materials Science"
11;20972;"Journal of Materials Processing Technology";journal;"09240136, 18734774";"Elsevier Ltd";No;No;1,579;Q1;247;346;1169;13672;8437;1167;7,50;39,51;24,87;0;United Kingdom;Western Europe;"Elsevier Ltd";"1990-2026";"Ceramics and Composites (Q1); Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Metals and Alloys (Q1); Modeling and Simulation (Q1)";"Computer Science; Engineering; Materials Science; Mathematics"
12;25236;"Sensors and Actuators B: Chemical";journal;"09254005, 19448201";"Elsevier B.V.";No;No;1,475;Q1;259;1719;4921;76445;41426;4920;8,47;44,47;39,48;2;Netherlands;Western Europe;"Elsevier B.V.";"1970, 1990-2026";"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Instrumentation (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Engineering; Materials Science; Physics and Astronomy"
13;27919;"Rare Metals";journal;"10010521, 18677185";"John Wiley and Sons Inc";No;No;1,428;Q1;83;391;988;20338;7008;906;7,45;52,02;34,63;0;China;Asiatic Region;"John Wiley and Sons Inc";"1982-1987, 1989-2025";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
14;16274;"Journal of Constructional Steel Research";journal;"0143974X";"Elsevier B.V.";No;No;1,261;Q1;155;486;1556;20671;7511;1552;4,60;42,53;25,73;1;Netherlands;Western Europe;"Elsevier B.V.";"1980-2026";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
15;21101092874;"Corrosion Communications";journal;"26672669";"Elsevier B.V.";Yes;No;1,175;Q1;35;36;58;1561;415;58;7,16;43,36;38,26;0;Netherlands;Western Europe;"Elsevier B.V.";"2021-2026";"Metals and Alloys (Q1)";"Materials Science"
16;22781;"Chemical Communications";journal;"1364548X, 13597345";"Royal Society of Chemistry";No;No;1,133;Q1;397;2483;8373;113943;36993;8370;4,26;45,89;34,48;1;United Kingdom;Western Europe;"Royal Society of Chemistry";"1965-1968, 1996-2026";"Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1); Catalysis (Q2)";"Chemical Engineering; Chemistry; Materials Science"
17;12325;"Journal of Alloys and Compounds";journal;"09258388";"Elsevier B.V.";No;No;1,103;Q1;251;4915;13986;268758;86314;13901;6,16;54,68;33,15;6;Netherlands;Western Europe;"Elsevier B.V.";"1991-2026";"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
18;21100383742;"Journal of Materials Research and Technology";journal;"22387854, 22140697";"Elsevier Editora Ltda";Yes;No;1,091;Q1;141;3285;4884;169243;33333;4882;6,53;51,52;28,52;3;Brazil;Latin America;"Elsevier Editora Ltda";"2012-2026";"Ceramics and Composites (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1); Biomaterials (Q2)";"Materials Science"
19;12278;"Superconductor Science and Technology";journal;"09532048, 13616668";"IOP Publishing Ltd.";No;No;1,056;Q1;129;240;794;10956;2824;777;3,50;45,65;23,32;1;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1988-2025";"Ceramics and Composites (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science; Physics and Astronomy"
20;12202;"Intermetallics";journal;"09669795";"Elsevier Ltd";No;No;1,017;Q1;149;235;807;10968;3753;806;4,51;46,67;28,18;0;United Kingdom;Western Europe;"Elsevier Ltd";"1993-2026";"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Chemistry; Engineering; Materials Science"
21;21101089369;"Tungsten";journal;"26618036, 26618028";"Springer International Publishing";No;No;1,006;Q1;40;54;110;2779;532;100;4,38;51,46;35,22;0;Switzerland;Western Europe;"Springer International Publishing";"2019-2026";"Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)";"Materials Science"
22;12133;"Hydrometallurgy";journal;"0304386X";"Elsevier B.V.";No;No;0,981;Q1;155;172;601;8352;3165;600;5,05;48,56;31,93;1;Netherlands;Western Europe;"Elsevier B.V.";"1975-2026";"Industrial and Manufacturing Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
23;21100806003;"Engineering Science and Technology, an International Journal";journal;"22150986";"Elsevier B.V.";Yes;No;0,966;Q1;104;148;446;8143;2927;445;6,52;55,02;18,96;1;Netherlands;Western Europe;"Elsevier B.V.";"2014-2026";"Civil and Structural Engineering (Q1); Computer Networks and Communications (Q1); Electronic, Optical and Magnetic Materials (Q1); Fluid Flow and Transfer Processes (Q1); Hardware and Architecture (Q1); Mechanical Engineering (Q1); Metals and Alloys (Q1); Biomaterials (Q2)";"Chemical Engineering; Computer Science; Engineering; Materials Science"
24;27854;"Transactions of Nonferrous Metals Society of China (English Edition)";journal;"10036326, 22103384";"Nonferrous Metals Society of China";No;No;0,959;Q1;109;293;884;12034;4438;884;5,04;41,07;29,48;0;China;Asiatic Region;"Nonferrous Metals Society of China";"1994-2026";"Condensed Matter Physics (Q1); Geotechnical Engineering and Engineering Geology (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)";"Earth and Planetary Sciences; Materials Science; Physics and Astronomy"
25;17700156449;"International Journal of Minerals, Metallurgy and Materials";journal;"1869103X, 16744799";"University of Science and Technology Beijing";No;No;0,927;Q1;71;220;587;12134;3077;579;5,45;55,15;34,04;1;China;Asiatic Region;"University of Science and Technology Beijing";"2009-2026";"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Geochemistry and Petrology (Q2)";"Earth and Planetary Sciences; Engineering; Materials Science"
26;21100823385;"Defence Technology";journal;"20963459, 22149147";"KeAi Communications Co.";Yes;Yes;0,907;Q1;69;230;468;10531;2689;468;5,78;45,79;28,96;3;China;Asiatic Region;"KeAi Communications Co.";"2013-2026";"Ceramics and Composites (Q1); Computational Mechanics (Q1); Mechanical Engineering (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
27;12219;"International Journal of Refractory Metals and Hard Materials";journal;"22133917, 02634368";"Elsevier B.V.";No;No;0,872;Q1;118;374;715;16196;3279;712;4,58;43,30;28,41;1;Netherlands;Western Europe;"Elsevier B.V.";"1982-1993, 1995-2026";"Ceramics and Composites (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science"
28;98028;"Journal of Biomedical Materials Research - Part A";journal;"15493296, 15524965";"John Wiley and Sons Inc";No;No;0,807;Q1;186;140;582;8512;2871;579;4,39;60,80;42,98;0;United States;Northern America;"John Wiley and Sons Inc";"2003-2026";"Metals and Alloys (Q1); Biomaterials (Q2); Biomedical Engineering (Q2); Ceramics and Composites (Q2)";"Engineering; Materials Science"
29;13660;"Sensors and Actuators A: Physical";journal;"09244247";"Elsevier B.V.";No;No;0,788;Q1;188;695;1908;32264;9408;1907;4,60;46,42;27,44;2;Netherlands;Western Europe;"Elsevier B.V.";"1990-2026";"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Instrumentation (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1); Electrical and Electronic Engineering (Q2)";"Engineering; Materials Science; Physics and Astronomy"
30;27356;"Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science";journal;"10735623, 15431940";"Springer";No;No;0,761;Q1;203;367;1330;17131;3705;1328;2,27;46,68;22,47;0;United States;Northern America;"Springer";"1975-1981, 1983-1987, 1989-2026";"Condensed Matter Physics (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)";"Engineering; Materials Science; Physics and Astronomy"
31;27376;"Metals and Materials International";journal;"15989623, 20054149";"Korean Institute of Metals and Materials";Yes;No;0,758;Q1;68;265;877;12403;3249;869;3,64;46,80;23,20;0;South Korea;Asiatic Region;"Korean Institute of Metals and Materials";"1996-2026";"Condensed Matter Physics (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Materials Chemistry (Q2)";"Engineering; Materials Science; Physics and Astronomy"
