Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;22913;"Periodontology 2000";journal;"09066713, 16000757";"Blackwell Munksgaard";No;No;4,316;Q1;171;65;162;10556;2887;160;16,19;162,40;33,49;0;Denmark;Western Europe;"Blackwell Munksgaard";"1993-2026";"Periodontics (Q1)";"Dentistry"
2;25669;"Journal of Clinical Periodontology";journal;"1600051X, 03036979";"Blackwell Munksgaard";No;No;2,543;Q1;200;152;439;6713;3297;422;7,42;44,16;45,13;2;Denmark;Western Europe;"Blackwell Munksgaard";"1974-2026";"Periodontics (Q1)";"Dentistry"
3;26173;"Journal of Periodontology";journal;"00223492, 19433670";"John Wiley and Sons Inc";No;No;1,324;Q1;193;96;477;3920;2200;458;4,29;40,83;43,73;0;United States;Northern America;"John Wiley and Sons Inc";"1945-1951, 1958, 1960, 1965-2026";"Periodontics (Q1)";"Dentistry"
4;26171;"Journal of Periodontal Research";journal;"16000765, 00223484";"Blackwell Munksgaard";No;No;1,073;Q1;105;111;344;5636;1382;342;3,72;50,77;46,27;1;Denmark;Western Europe;"Blackwell Munksgaard";"1946-1951, 1966-2026";"Periodontics (Q1)";"Dentistry"
5;25660;"Journal of Adhesive Dentistry";journal;"17579988, 14615185";"Quintessenz Verlags-GmbH";Yes;No;0,928;Q1;82;27;136;1301;324;134;2,75;48,19;42,86;0;United States;Northern America;"Quintessenz Verlags-GmbH";"1999-2026";"Oral Surgery (Q1); Orthodontics (Q1); Periodontics (Q1)";"Dentistry"
6;21101121175;"Frontiers in Oral Health";journal;"26734842";"Frontiers Media SA";Yes;No;0,869;Q1;33;179;352;7875;1225;312;2,63;43,99;49,68;0;Switzerland;Western Europe;"Frontiers Media SA";"2020-2026";"Dentistry (miscellaneous) (Q1); Oral Surgery (Q1); Periodontics (Q1)";"Dentistry"
7;21100199820;"Journal of Periodontal and Implant Science";journal;"20932278, 20932286";"Korean Academy of Periodontology";Yes;No;0,794;Q1;40;43;119;1485;306;111;2,72;34,53;38,41;0;South Korea;Asiatic Region;"Korean Academy of Periodontology";"2010-2025";"Oral Surgery (Q1); Periodontics (Q1)";"Dentistry"
8;26155;"Journal of Oral Pathology and Medicine";journal;"16000714, 09042512";"Wiley-Blackwell Publishing Ltd";No;No;0,746;Q1;103;76;360;2258;1092;347;2,61;29,71;48,73;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1972-2026";"Oral Surgery (Q1); Otorhinolaryngology (Q1); Periodontics (Q1); Pathology and Forensic Medicine (Q2); Cancer Research (Q3)";"Biochemistry, Genetics and Molecular Biology; Dentistry; Medicine"
9;21100901463;"European Endodontic Journal";journal;"25480839";"Kare Publishing";Yes;No;0,624;Q2;20;51;117;2011;282;113;2,36;39,43;41,55;0;Turkey;Middle East;"Kare Publishing";"2016-2026";"Dental Assisting (Q1); Dental Hygiene (Q1); Oral Surgery (Q1); Orthodontics (Q1); Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Periodontics (Q2)";"Dentistry; Medicine"
10;21101150780;"Frontiers in Dental Medicine";journal;"26734915";"Frontiers Media SA";Yes;No;0,502;Q2;18;82;233;3681;441;212;1,74;44,89;52,92;0;Switzerland;Western Europe;"Frontiers Media SA";"2020-2026";"Dental Hygiene (Q1); Dental Assisting (Q2); Dentistry (miscellaneous) (Q2); Periodontics (Q2)";"Dentistry"
11;25636;"International Journal of Periodontics and Restorative Dentistry";journal;"19453388, 01987569";"Quintessence Publishing Co. Inc.";No;No;0,433;Q2;101;69;364;1933;425;349;0,98;28,01;26,74;1;United States;Northern America;"Quintessence Publishing Co. Inc.";"1981-2026";"Oral Surgery (Q2); Periodontics (Q2); Medicine (miscellaneous) (Q3)";"Dentistry; Medicine"
