Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;19700170231;"Criminology and Public Policy";journal;"17459133, 15386473";"Wiley-Blackwell Publishing Ltd";No;No;1,749;Q1;57;34;98;2946;498;93;4,43;86,65;40,95;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2006-2007, 2009, 2012-2026";"Law (Q1); Literature and Literary Theory (Q1); Public Administration (Q1)";"Arts and Humanities; Social Sciences"
2;17409;"Poetics";journal;"0304422X";"Elsevier B.V.";No;No;1,176;Q1;86;51;172;3546;459;169;2,23;69,53;43,00;1;Netherlands;Western Europe;"Elsevier B.V.";"1971-2026";"Communication (Q1); Cultural Studies (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
3;144973;"Men and Masculinities";journal;"15526828, 1097184X";"SAGE Publications Inc.";No;No;1,106;Q1;82;29;126;1369;463;125;2,55;47,21;53,66;0;United States;Northern America;"SAGE Publications Inc.";"1998-2026";"Gender Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
4;25642;"Perspectives: Studies in Translation Theory and Practice";journal;"0907676X, 17476623";"Routledge";No;No;0,911;Q1;45;90;190;4039;417;179;2,14;44,88;54,48;0;United Kingdom;Western Europe;"Routledge";"1996-2026";"Cultural Studies (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
5;21100820630;"Translation Spaces (The Netherlands)";journal;"22113711, 2211372X";"John Benjamins Publishing Company";No;No;0,764;Q1;24;17;45;899;130;44;4,00;52,88;51,85;3;Netherlands;Western Europe;"John Benjamins Publishing Company";"2016-2026";"Communication (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
6;21101000295;"Metacritic Journal for Comparative Studies and Theory";journal;"24578827";"Babes-Bolyai University of Cluj, Faculty of Letters";Yes;Yes;0,723;Q1;6;23;91;701;45;91;0,59;30,48;52,17;0;Romania;Eastern Europe;"Babes-Bolyai University of Cluj, Faculty of Letters";"2019-2025";"Arts and Humanities (miscellaneous) (Q1); Literature and Literary Theory (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
7;5600155308;"Canadian Slavonic Papers";journal;"23752475, 00085006";"Taylor and Francis Ltd.";No;No;0,716;Q1;19;28;78;1385;105;64;1,51;49,46;66,67;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974, 1977-1979, 1985, 1988, 1991, 1996-2025";"Cultural Studies (Q1); History (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1); Philosophy (Q1); Sociology and Political Science (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities; Social Sciences"
8;144794;"Written Communication";journal;"07410883, 15528472";"SAGE Publications Inc.";No;No;0,672;Q1;70;25;78;1392;188;74;2,43;55,68;53,23;0;United States;Northern America;"SAGE Publications Inc.";"1984-2026";"Communication (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
9;19700200987;"Translation and Interpreting Studies";journal;"19322798, 18762700";"John Benjamins Publishing Company";No;No;0,666;Q1;24;24;71;1096;116;69;1,39;45,67;40,00;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"2011-2026";"Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
10;29346;"South Atlantic Quarterly";journal;"15278026, 00382876";"Duke University Press";No;No;0,647;Q1;58;50;174;2003;327;165;1,14;40,06;40,00;0;United States;Northern America;"Duke University Press";"1904-1905, 1907, 1912-1913, 1919, 1926, 1941, 1959-1960, 1962-1964, 1970-1971, 1973, 1977-1981, 1984, 1986-1987, 1999, 2001-2025";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
