Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;19532;"Accident Analysis and Prevention";journal;"18792057, 00014575";"Elsevier Ltd";No;No;1,956;Q1;212;246;1220;15416;7986;1216;6,06;62,67;37,01;28;United Kingdom;Western Europe;"Elsevier Ltd";"1969-2026";"Human Factors and Ergonomics (Q1); Law (Q1); Public Health, Environmental and Occupational Health (Q1); Safety, Risk, Reliability and Quality (Q1)";"Engineering; Medicine; Social Sciences"
2;17627;"New Technology, Work and Employment";journal;"02681072, 1468005X";"Wiley-Blackwell Publishing Ltd";No;No;1,669;Q1;72;23;61;1485;368;61;6,67;64,57;50,00;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1986-2026";"Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
3;18676;"Technology in Society";journal;"0160791X";"Elsevier Ltd";No;No;1,491;Q1;137;305;634;25018;6036;634;9,66;82,03;38,61;60;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Business and International Management (Q1); Education (Q1); Human Factors and Ergonomics (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
4;22965;"Journal of Personal Selling and Sales Management";journal;"15577813, 08853134";"Taylor and Francis Ltd.";No;No;1,372;Q1;84;27;73;2142;320;67;3,72;79,33;36,51;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2026";"Business and International Management (Q1); Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)";"Business, Management and Accounting; Social Sciences"
5;12960;"International Journal of Human Computer Studies";journal;"10959300, 10715819";"Academic Press";No;No;1,268;Q1;162;93;337;7396;2464;333;6,86;79,53;38,07;4;United States;Northern America;"Academic Press";"1994-2026";"Education (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science; Engineering; Social Sciences"
6;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;1,192;Q1;101;107;259;6858;1522;249;6,23;64,09;30,68;56;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Economics and Econometrics (Q1); Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management, Monitoring, Policy and Law (Q1)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Engineering; Environmental Science; Social Sciences"
7;21100285028;"IEEE Transactions on Human-Machine Systems";journal;"21682291, 21682305";"Institute of Electrical and Electronics Engineers Inc.";No;No;1,051;Q1;148;121;193;6228;1032;193;4,71;51,47;29,88;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2013-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Artificial Intelligence (Q2); Signal Processing (Q2)";"Computer Science; Engineering; Social Sciences"
8;13929;"Applied Ergonomics";journal;"18729126, 00036870";"Elsevier Ltd";No;No;0,922;Q1;142;238;702;13210;3019;697;3,83;55,50;41,68;52;United Kingdom;Western Europe;"Elsevier Ltd";"1969-2026";"Engineering (miscellaneous) (Q1); Human Factors and Ergonomics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Safety, Risk, Reliability and Quality (Q1)";"Engineering; Health Professions; Social Sciences"
9;86448;"Journal of Anthropological Archaeology";journal;"02784165, 10902686";"Academic Press Inc.";No;No;0,902;Q1;89;62;258;7460;558;256;1,99;120,32;44,13;3;United States;Northern America;"Academic Press Inc.";"1982-2026";"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1); Human Factors and Ergonomics (Q1)";"Arts and Humanities; Social Sciences"
10;29755;"Human Factors";journal;"00187208, 15478181";"SAGE Publications Inc.";No;No;0,900;Q1;155;86;270;4527;1344;261;4,96;52,64;37,54;20;United States;Northern America;"SAGE Publications Inc.";"1958-2026";"Human Factors and Ergonomics (Q1); Applied Psychology (Q2); Behavioral Neuroscience (Q2)";"Neuroscience; Psychology; Social Sciences"
